OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"At Trumpyngtoun, nat fer fro Cantebrigge","¶At Trumpington, nat fer fro Cantebrigge",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3921,,10,10,At Trumpyngtoun nat fer fro Cantebrigge,At Trumpington nat fer fro Cantebrigge,u SuS u S u SuSx,u SuS u S u SuSx,at@prep trumpingtoun@n#propn not@adv fer@adv from@prep cantebregge@n#propn,at@prep trumpingtoun@n#propn not@adv fer@adv from@prep cantebregge@n#propn,green
"Ther gooth a brook, and over that a brigge","Ther goth a brook and over that a brigge,°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3922,,10,10,Ther gooth a brook and over that a brigge,Ther goth a brook and over that a brigge,u S u S u Su S u Sx,u S u S u Su S u Sx,ther@adv gon@v%pr_3 a@indef_art brok@n3 and@conj over@prep that@pron a@indef_art brigge@n,ther@adv gon@v%pr_3 a@indef_art brok@n3 and@conj over@prep that@pron a@indef_art brigge@n,green
Upon the whiche brook ther stant a melle;,Upon the whiche brook ther stant a melle;°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3923,,10,10,Upon the whiche brook ther stant a melle,Upon the whiche brook ther stant a melle,uS u Su S u S u Sx,uS u Su S u S u Sx,upon@prep the@def_art which@gram_adj brok@n3 ther@adv stonden@v1%pr_3 a@indef_art milne@n,upon@prep the@def_art which@gram_adj brok@n3 ther@adv stonden@v1%pr_3 a@indef_art milne@n,green
And this is verray sooth that I yow telle:,And this is verray soth° that I yow telle.,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3924,,10,10,And this is verray sooth that I yow telle,And this is verray soth that I yow telle,u S u Su S u S u Sx,u S u Su S u S u Sx,and@conj this@pron ben@v%pr_3 verrei@adj soth@n that@pron ich@pron%nom you@pron%pl_obj tellen@v%pr_1,and@conj this@pron ben@v%pr_3 verrei@adj soth@n that@pron ich@pron%nom you@pron%pl_obj tellen@v%pr_1,green
A millere was ther dwellynge many a day.,A miller was ther dwelling many a day;,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3925,,10,10,A millere was ther dwellynge many a day,A miller was ther dwelling many a day,u Sux S u Sux Sx u S,u Su S u Su Sx u S,a@indef_art milnere@n ben@v%pt_3 ther@adv dwellen@v%prp mani@gram_adj a@indef_art dai@n,a@indef_art milnere@n ben@v%pt_3 ther@adv dwellen@v%prp mani@gram_adj a@indef_art dai@n,green
As any pecok he was proud and gay.,As eny pecok he was proud and gay.°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3926,,10,10,As any pecok he was proud and gay,As eny pecok he was proud and gay,u Su Su S u S u S,u Su Su S u S u S,as@conj ani@gram_adj po-cok@n he@pron1%nom ben@v%pt_3 proud@adj and@conj gai@adj,as@conj ani@gram_adj po-cok@n he@pron1%nom ben@v%pt_3 proud@adj and@conj gai@adj,green
"Pipen he koude and fisshe, and nettes beete","Pipen° he coude and fisshe, and nettes bete,°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3927,,10,10,Pipen he koude and fisshe and nettes beete,Pipen he coude and fisshe and nettes bete,uS u Sx u Sx u Su Sx,uS u Sx u Sx u Su Sx,pipen@v%inf he@pron1%nom connen@v%pt_3 and@conj fishen@v%inf and@conj net@n1%pl beten@v2%inf,pipen@v%inf he@pron1%nom connen@v%pt_3 and@conj fishen@v%inf and@conj net@n1%pl beten@v2%inf,green
"And turne coppes, and wel wrastle and sheete;","And turne coppes,° and wel wrastle and shete;°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3928,,10,10,And turne coppes and wel wrastle and sheete,And turne coppes and wel wrastle and shete,u Su Su S u Sx u Sx,u Su Su S u Sx u Sx,and@conj turnen@v%inf cuppe@n%pl and@conj wel@adv wrestlen@v%inf and@conj sheten@v%inf,and@conj turnen@v%inf cuppe@n%pl and@conj wel@adv wrestlen@v%inf and@conj sheten@v%inf,green
Ay by his belt he baar a long panade,"And by his belt he baar a long panade,°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3929,DIFF,10,10,Ay by his belt he baar a long panade,And by his belt he baar a long panade,u S u S u S u S uSx,u S u S u S u S uSx,and@conj bi@prep his@pron1%gen belt@n he@pron1%nom beren@v1%pt_3 ai@adv long@adj1 panade@n,and@conj bi@prep his@pron1%gen belt@n he@pron1%nom beren@v1%pt_3 ai@adv long@adj1 panade@n,green
And of a swerd ful trenchant was the blade.,And of a swerd ful trenchant° was the blade.,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3930,,10,10,And of a swerd ful trenchant was the blade,And of a swerd ful trenchant was the blade,u S u S u Su S u Sx,u S u S u Su S u Sx,and@conj of@prep a@indef_art sword@n ful@adv trenchaunte@adj ben@v%pt_3 the@def_art blade@n,and@conj of@prep a@indef_art sword@n ful@adv trenchaunte@adj ben@v%pt_3 the@def_art blade@n,green
A joly poppere baar he in his pouche;,A joly popper° baar he in his pouche;,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3931,,10,10,A joly poppere baar he in his pouche,A joly popper baar he in his pouche,u Su Sux S u S u Sx,u Su Su S u S u Sx,a@indef_art joli@adj poppere@n beren@v1%pt_3 he@pron1%nom in@prep his@pron1%gen pouche@n,a@indef_art joli@adj poppere@n beren@v1%pt_3 he@pron1%nom in@prep his@pron1%gen pouche@n,green
"Ther was no man, for peril, dorste hym touche.",Ther was no man for peril° dorste° him touche.,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3932,,10,10,Ther was no man for peril dorste hym touche,Ther was no man for peril dorste him touche,u S u S u Su Sx u Sx,u S u S u Su Sx u Sx,ther@adv ben@v%pt_3 no@gram_adj man@n for@prep peril@n durren@v%pt_3 him@pron%obj touchen@v%inf,ther@adv ben@v%pt_3 no@gram_adj man@n for@prep peril@n durren@v%pt_3 him@pron%obj touchen@v%inf,green
A Sheffeld thwitel baar he in his hose.,A Sheffeld thwitel° baar he in his hose;°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3933,,10,10,A Sheffeld thwitel baar he in his hose,A Sheffeld thwitel baar he in his hose,u Su Su S u S u Sx,u Su Su S u S u Sx,a@indef_art sheffeld@n#propn_adj thwitel@n beren@v1%pt_3 he@pron1%nom in@prep his@pron1%gen hose@n,a@indef_art sheffeld@n#propn_adj thwitel@n beren@v1%pt_3 he@pron1%nom in@prep his@pron1%gen hose@n,green
"Round was his face, and camus was his nose;","Round was his face, and camus° was his nose.",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3934,,10,10,Round was his face and camus was his nose,Round was his face and camus was his nose,u S u Sx u Su S u Sx,u S u Sx u Su S u Sx,rounde@adj ben@v%pt_3 his@pron1%gen face@n and@conj camus@adj ben@v%pt_3 his@pron1%gen nose@n1,rounde@adj ben@v%pt_3 his@pron1%gen face@n and@conj camus@adj ben@v%pt_3 his@pron1%gen nose@n1,green
As piled as an ape was his skulle.,As piled° as an ape was his skulle.,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3935,,10,10,As piled as an ape was his skulle,As piled as an ape was his skulle,u Su S u Su S u Sx,u Su S u Su S u Sx,as@conj pilen@v1#adj%ppl as@conj a@indef_art ape@n ben@v%pt_3 his@pron1%gen sculle@n,as@conj pilen@v1#adj%ppl as@conj a@indef_art ape@n ben@v%pt_3 his@pron1%gen sculle@n,green
He was a market-betere atte fulle.,He was a market-betere° atte fulle.°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3936,,10,10,He was a marketbetere atte fulle,He was a marketbetere atte fulle,u S u SuSux Su Sx,u S u SuSux Su Sx,he@pron1%nom ben@v%pt_3 a@indef_art market-betere@n atte@prep fulle@n1,he@pron1%nom ben@v%pt_3 a@indef_art market-betere@n atte@prep fulle@n1,green
Ther dorste no wight hand upon hym legge,"Ther dorste° no wight° hand upon him legge,°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3937,,10,10,Ther dorste no wight hand upon hym legge,Ther dorste no wight hand upon him legge,u Su S u S uS u Sx,u Su S u S uS u Sx,ther@adv durren@v%pt_3 no@gram_adj wight@n honde@n upon@prep him@pron%obj leien@v1%inf,ther@adv durren@v%pt_3 no@gram_adj wight@n honde@n upon@prep him@pron%obj leien@v1%inf,green
That he ne swoor he sholde anon abegge.,That he ne swoor he sholde anon abegge.°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3938,,10,10,That he ne swoor he sholde anon abegge,That he ne swoor he sholde anon abegge,u S u S u Sx uS uSx,u S u S u Sx uS uSx,that@pron he@pron1%nom ne@adv sweren@v%pt_3 he@pron1%nom shulen@v1%pt_3 an-on@adv abien@v%inf,that@pron he@pron1%nom ne@adv sweren@v%pt_3 he@pron1%nom shulen@v1%pt_3 an-on@adv abien@v%inf,green
A theef he was for sothe of corn and mele,"A theef he was for sothe of corn and mele,°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3939,,10,10,A theef he was for sothe of corn and mele,A theef he was for sothe of corn and mele,u S u S u Sx u S u Sx,u S u S u Sx u S u Sx,a@indef_art thef@n2 he@pron1%nom ben@v%pt_3 for@prep soth@n of@prep corn@n and@conj mele@n1,a@indef_art thef@n2 he@pron1%nom ben@v%pt_3 for@prep soth@n of@prep corn@n and@conj mele@n1,green
"And that a sly, and usaunt for to stele.","And that a sly, and usaunt° for to stele.",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3940,,10,10,And that a sly and usaunt for to stele,And that a sly and usaunt for to stele,u S u S u Su S u Sx,u S u S u Su S u Sx,and@conj that@pron a@indef_art sleigh@adj and@conj usaunt@adj for@prep#adv to@part stelen@v%inf,and@conj that@pron a@indef_art sleigh@adj and@conj usaunt@adj for@prep#adv to@part stelen@v%inf,green
His name was hoote deynous Symkyn.,His name was hoten° dëinous° Simkin.,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3941,DIFF,0,10,His name was hoote deynous Symkyn,His name was hoten dinous Simkin,     ,u Su S uS uS uS,his@pron1%gen name@n ben@v%pt_3 hoten@v1%inf deinous@adj simkin@n#propn,his@pron1%gen name@n ben@v%pt_3 hoten@v1%inf deinous@adj simkin@n#propn,green
"A wyf he hadde, ycomen of noble kyn;","¶A wif he hadde, ycomen of noble kin;",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3942,,10,10,A wyf he hadde ycomen of noble kyn,A wif he hadde ycomen of noble kin,u S u Sx uSx u Su S,u S u Sx uSx u Su S,a@indef_art wif@n he@pron1%nom haven@v%pt_3 comen@v%ppl_abs of@prep noble@adj kin@n,a@indef_art wif@n he@pron1%nom haven@v%pt_3 comen@v%ppl_abs of@prep noble@adj kin@n,green
The person of the toun hir fader was.,The person° of the toun hir fader was.,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3943,,10,10,The person of the toun hir fader was,The person of the toun hir fader was,u Su S u S u Su S,u Su S u S u Su S,the@def_art persoune@n2 of@prep the@def_art toun@n hire@pron1%fem_gen fader@n ben@v%pt_3,the@def_art persoune@n2 of@prep the@def_art toun@n hire@pron1%fem_gen fader@n ben@v%pt_3,green
With hire he yaf ful many a panne of bras,With hir he yaf° ful many a panne° of bras,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3944,,10,10,With hire he yaf ful many a panne of bras,With hir he yaf ful many a panne of bras,u Sx u S u Sx u Sx u S,u S u S u Sx u Sx u S,with@prep hire@pron2%fem_obj he@pron1%nom yeven@v%pt_3 ful@adv mani@gram_adj a@indef_art panne@n1 of@prep bras@n,with@prep hire@pron2%fem_obj he@pron1%nom yeven@v%pt_3 ful@adv mani@gram_adj a@indef_art panne@n1 of@prep bras@n,green
For that Symkyn sholde in his blood allye.,For that° Simkin sholde in his blood allie.°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3945,,0,10,For that Symkyn sholde in his blood allye,For that Simkin sholde in his blood allie,       ,u S uS ux S u S uS,for@conj that@part simkin@n#propn shulen@v1%pt_3 in@prep his@pron1%gen blod@n1 allien@v%inf,for@conj that@part simkin@n#propn shulen@v1%pt_3 in@prep his@pron1%gen blod@n1 allien@v%inf,green
She was yfostred in a nonnerye;,She was yfostred° in a nonnerie;°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3946,,0,10,She was yfostred in a nonnerye,She was yfostred in a nonnerie,     ,u S uSu S u SuS,she@pron%nom ben@v%pt_3 fostren@v%ppl in@prep a@indef_art nonnerie@n,she@pron%nom ben@v%pt_3 fostren@v%ppl in@prep a@indef_art nonnerie@n,green
"For Symkyn wolde no wyf, as he sayde","For Simkin wolde° no wif, as he saide",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3947,,10,10,For Symkyn wolde no wyf as he sayde,For Simkin wolde no wif as he saide,u Su Su S u S u Sx,u Su Su S u S u Sx,for@conj simkin@n#propn willen@v%pt_3 no@gram_adj wif@n as@conj he@pron1%nom seien@v1%pt_3,for@conj simkin@n#propn willen@v%pt_3 no@gram_adj wif@n as@conj he@pron1%nom seien@v1%pt_3,green
But she were wel ynorissed and a mayde,"But° she were wel ynorissed° and a maide,°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3948,,10,10,But she were wel ynorissed and a mayde,But she were wel ynorissed and a maide,u x Sx u SuSu S u Sx,u x Sx u SuSu S u Sx,but@conj she@pron%nom ben@v%pt_3 wel@adv norishen@v#adj%ppl and@conj a@indef_art maide@n,but@conj she@pron%nom ben@v%pt_3 wel@adv norishen@v#adj%ppl and@conj a@indef_art maide@n,green
To saven his estaat of yomanrye.,To saven his estaat of yemanrie.°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3949,,0,10,To saven his estaat of yomanrye,To saven his estaat of yemanrie,     ,u Su S uS u SuS,to@part saven@v%inf his@pron1%gen estat@n of@prep yemanri@n,to@part saven@v%inf his@pron1%gen estat@n of@prep yemanri@n,green
"And she was proud, and peert as is a pye.","And she was proud, and pert° as is a pie.°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3950,,10,10,And she was proud and peert as is a pye,And she was proud and pert as is a pie,u S u S u S u S u S,u S u S u S u S u S,and@conj she@pron%nom ben@v%pt_3 proud@adj and@conj perte@adj as@conj ben@v%pr_3 a@indef_art pie@n1,and@conj she@pron%nom ben@v%pt_3 proud@adj and@conj perte@adj as@conj ben@v%pr_3 a@indef_art pie@n1,green
A ful fair sighte was it upon hem two;,A ful fair sight was it upon hem two;,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3951,,10,10,A ful fair sighte was it upon hem two,A ful fair sight was it upon hem two,u S u Sx u S uS u S,u S u S u S uS u S,a@indef_art ful@adv fair@adj sighte@n ben@v%pt_3 hit@pron upon@prep hem@pron%pl_obj two@num_adj,a@indef_art ful@adv fair@adj sighte@n ben@v%pt_3 hit@pron upon@prep hem@pron%pl_obj two@num_adj,green
On halydayes biforn hire wolde he go,On halidays° biforn hir wolde he go,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3952,,0,10,On halydayes biforn hire wolde he go,On halidays biforn hir wolde he go,      ,u SuS uS u Sx u S,on@prep hali-dai@n%pl biforen@prep hire@pron2%fem_obj willen@v%pt_3 he@pron1%nom gon@v%inf,on@prep hali-dai@n%pl biforen@prep hire@pron2%fem_obj willen@v%pt_3 he@pron1%nom gon@v%inf,green
With his typet wounde aboute his heed,With his tipet° wounden about his heed,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3953,DIFF,9,10,With his typet wounde aboute his heed,With his tipet wounden about his heed,S u Su Sx uSx u S,u S uS uS uS u S,with@prep his@pron1%gen tippet@n  abouten@prep his@pron1%gen hed@n1,with@prep his@pron1%gen tippet@n  abouten@prep his@pron1%gen hed@n1,
And she cam after in a gyte of reed;,And she cam after° in a gite° of reed;,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3954,,10,10,And she cam after in a gyte of reed,And she cam after in a gite of reed,u S u Su S u Sx u S,u S u Su S u Sx u S,and@conj she@pron%nom comen@v%pt_3 after@adv in@prep a@indef_art gite@n3 of@prep red@n2,and@conj she@pron%nom comen@v%pt_3 after@adv in@prep a@indef_art gite@n3 of@prep red@n2,green
And Symkyn hadde hosen of the same.,And Simkin hadde hosen° of the same.,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3955,,10,10,And Symkyn hadde hosen of the same,And Simkin hadde hosen of the same,u Su Su Su S u Sx,u Su Su Su S u Sx,and@conj simkin@n#propn haven@v%pt_3 hose@n%pl of@prep the@def_art same@pron,and@conj simkin@n#propn haven@v%pt_3 hose@n%pl of@prep the@def_art same@pron,green
"Ther dorste no wight clepen hire but """"dame"""";",Ther dorste° no wight clepen° hir but “dame.”,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3956,,10,10,Ther dorste no wight clepen hire but dame,Ther dorste no wight clepen hir but dame,u Su S u Su Sx u Sx,u Su S u Su S u Sx,ther@adv durren@v%pt_3 no@gram_adj wight@n clepen@v%inf hire@pron2%fem_obj but@conj dame@n,ther@adv durren@v%pt_3 no@gram_adj wight@n clepen@v%inf hire@pron2%fem_obj but@conj dame@n,green
Was noon so hardy that wente by the weye,Was noon so hardy° that wente by the weye,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3957,,10,10,Was noon so hardy that wente by the weye,Was noon so hardy that wente by the weye,u S u Su S ux S u S,u S u Su S ux S u S,ben@v%pt_3 non@pron so@adv hardi@adj that@pron wenden@v%pt_3 bi@prep the@def_art wei@n,ben@v%pt_3 non@pron so@adv hardi@adj that@pron wenden@v%pt_3 bi@prep the@def_art wei@n,green
That with hire dorste rage or ones pleye,"That with hir dorste rage° or ones pleye,°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3958,,10,10,That with hire dorste rage or ones pleye,That with hir dorste rage or ones pleye,u S ux Su Sx u Su S,u S u Su Sx u Su S,that@pron with@prep hire@pron2%fem_obj durren@v%pt_3 ragen@v%inf or@conj ones@adv pleien@v1%inf,that@pron with@prep hire@pron2%fem_obj durren@v%pt_3 ragen@v%inf or@conj ones@adv pleien@v1%inf,green
But if he wolde be slayn of Symkyn,But if° he wolde° be slain of Simkin,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3959,,10,10,But if he wolde be slayn of Symkyn,But if he wolde be slain of Simkin,u S u Su S u S uS,u S u Su S u S uS,but@conj if@conj he@pron1%nom willen@v%pt_3 ben@v%inf slen@v%ppl of@prep simkin@n#propn,but@conj if@conj he@pron1%nom willen@v%pt_3 ben@v%inf slen@v%ppl of@prep simkin@n#propn,green
"With panade, or with knyf, or boidekyn.","With panade, or with knif, or boidekin.°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3960,,10,10,With panade or with knyf or boidekyn,With panade or with knif or boidekin,u Sux S u S u SuS,u Sux S u S u SuS,with@prep panade@n or@conj with@prep knif@n or@conj boidekin@n,with@prep panade@n or@conj with@prep knif@n or@conj boidekin@n,green
For jalous folk ben perilous everemo --,For jalous folk ben perilous evermo,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3961,,10,10,For jalous folk ben perilous everemo,For jalous folk ben perilous evermo,u Su S u xSu SxuS,u Su S u xSu SuS,for@conj jelous@adj folk@n ben@v%pr_pl perilous@adj ever-mor@adv --@dash,for@conj jelous@adj folk@n ben@v%pr_pl perilous@adj ever-mor@adv --@dash,green
Algate they wolde hire wyves wenden so.,Algate° they wolde hir wives wenden so.°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3962,,10,10,Algate they wolde hire wyves wenden so,Algate they wolde hir wives wenden so,uSx u Sx ux Su Su S,uSx u Sx u Su Su S,al-gates@adv thei@pron%pl_nom willen@v%pt_pl here@pron%pl_gen wif@n%pl wenen@v2%pt_pl so@adv,al-gates@adv thei@pron%pl_nom willen@v%pt_pl here@pron%pl_gen wif@n%pl wenen@v2%pt_pl so@adv,green
"And eek, for she was somdel smoterlich","And eek, for she was somdel smoterlich,°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3963,,10,10,And eek for she was somdel smoterlich,And eek for she was somdel smoterlich,u S u S u Su SuS,u S u S u Su SuS,and@conj ek@adv for@conj she@pron%nom ben@v%pt_3 som-del@adv smoterli@adj,and@conj ek@adv for@conj she@pron%nom ben@v%pt_3 som-del@adv smoterli@adj,green
She was as digne as water in a dich,She was as digne° as water in a dich;,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3964,,10,10,She was as digne as water in a dich,She was as digne as water in a dich,u S u Sx u Su S u S,u S u Sx u Su S u S,she@pron%nom ben@v%pt_3 as@conj digne@adj as@conj water@n in@prep a@indef_art diche@n,she@pron%nom ben@v%pt_3 as@conj digne@adj as@conj water@n in@prep a@indef_art diche@n,green
And ful of hoker and of bisemare.,And ful of hoker° and of bisemare.°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3965,,10,10,And ful of hoker and of bisemare,And ful of hoker and of bisemare,u S u Su S u SuSx,u S u Su S u SuSx,and@conj ful@adj of@prep hoker@n and@conj of@prep bi-smare@n,and@conj ful@adj of@prep hoker@n and@conj of@prep bi-smare@n,green
Hir thoughte that a lady sholde hire spare,"Hir thoughte° that a lady sholde hir spare,°",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3966,,10,10,Hir thoughte that a lady sholde hire spare,Hir thoughte that a lady sholde hir spare,u Sx u S uS ux Su Sx,u Su S u Su Sx u Sx,hire@pron2%fem_obj thinken@v1%pt_3 that@part a@indef_art ladie@n shulen@v1%pt_3 hire@pron2%fem_obj sparen@v%inf,hire@pron2%fem_obj thinken@v1%pt_3 that@part a@indef_art ladie@n shulen@v1%pt_3 hire@pron2%fem_obj sparen@v%inf,green
What for hire kynrede and hir nortelrie,What for° hir kinrede° and hir nortelrie°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3967,,10,10,What for hire kynrede and hir nortelrie,What for hir kinrede and hir nortelrie,u S ux Sux S u SuS,u S u Sux S u SuS,what@adv for@prep hire@pron1%fem_gen kinrede@n and@conj hire@pron1%fem_gen nortelrie@n,what@adv for@prep hire@pron1%fem_gen kinrede@n and@conj hire@pron1%fem_gen nortelrie@n,green
That she hadde lerned in the nonnerie.,That she had lerned in the nonnerie.,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3968,,10,10,That she hadde lerned in the nonnerie,That she had lerned in the nonnerie,u x Su Su S u SuS,u S u Su S u SuS,that@pron she@pron%nom haven@v%pt_3 lernen@v%ppl in@prep the@def_art nonnerie@n,that@pron she@pron%nom haven@v%pt_3 lernen@v%ppl in@prep the@def_art nonnerie@n,green
A doghter hadde they bitwixe hem two,¶A doghter hadde they bitwixe° hem two,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3969,,10,10,A doghter hadde they bitwixe hem two,A doghter hadde they bitwixe hem two,u Su Su S uSx u S,u Su Su S uSx u S,a@indef_art doughter@n haven@v%pt_pl thei@pron%pl_nom bitwixe@prep hem@pron%pl_obj two@num_adj,a@indef_art doughter@n haven@v%pt_pl thei@pron%pl_nom bitwixe@prep hem@pron%pl_obj two@num_adj,green
"Of twenty yeer, withouten any mo","Of twenty yeer, withouten any mo",data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3970,,10,10,Of twenty yeer withouten any mo,Of twenty yeer withouten any mo,u Su S uSu Su S,u Su S uSu Su S,of@prep twenti@num_adj yer@n withouten@prep ani@gram_adj mo@n,of@prep twenti@num_adj yer@n withouten@prep ani@gram_adj mo@n,green
Savynge a child that was of half yeer age;,Savinge a child that was of half-yeer age;,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3971,DIFF,10,10,Savynge a child that was of half yeer age,Savinge a child that was of halfyeer age,uSx u S u S u S u Sx,uSx u S u S u Su Sx,savinge@prep a@indef_art child@n that@pron ben@v%pt_3 of@prep  age@n,savinge@prep a@indef_art child@n that@pron ben@v%pt_3 of@prep  age@n,
In cradel it lay and was a propre page.,In cradel it lay and was a propre page.°,data/riverside_cats/RvT_riv.cat,data/oxford_txts/RvT_oxford.txt,data/csvs/RvT,The Reeve's Tale 3972,,10,10,In cradel it lay and was a propre page,In cradel it lay and was a propre page,u Su S u S u S ux Sx,u Su S u S u S ux Sx,in@prep cradel@n hit@pron lien@v1%pt_3 and@conj ben@v%pt_3 a@indef_art propre@adj page@n1,in@prep cradel@n hit@pron lien@v1%pt_3 and@conj ben@v%pt_3 a@indef_art propre@adj page@n1,green
