FILENAME,LINE_NUMBER,OG_TEXT,TEXT,NUM_SYBS,SCANSION,TAGGING
gow/03/67-gow.cat,67-gow1495,"Now thou, mi Sone, hast herd this tale,",Now thou mi Sone hast herd this tale,8,u S u Sx u S u Sx,nou@conj thou@pron%nom min@pron sone@n haven@v%pr_2 heren@v%ppl this@gram_adj tale@n
gow/03/67-gow.cat,67-gow1496,Bewar that of thin oghne bale,Bewar that of thin oghne bale,8,uS u S u Su Sx,bewaren@v%imp that@conj of@prep thin@pron%gen ouen@adj bale@n1
gow/03/67-gow.cat,67-gow1497,"Thou be noght cause in thi folhaste,",Thou be noght cause in thi folhaste,8,u S u Sx u S uSx,thou@pron%nom ben@v%pr_2 nought@adv cause@n in@prep thin@pron%gen fol-haste@n
gow/03/67-gow.cat,67-gow1498,And kep that thou thi witt ne waste,And kep that thou thi witt ne waste,8,u S u S u S u Sx,and@conj kepen@v%imp that@conj thou@pron%nom thin@pron%gen wit@n ne@adv wasten@v%pr_2
gow/03/67-gow.cat,67-gow1499,"Upon thi thoght in aventure,",Upon thi thoght in aventure,8,uS u S u SuSx,upon@prep thin@pron%gen thought@n in@prep aventure@n
gow/03/67-gow.cat,67-gow1500,Wherof thi lyves forfeture,Wherof thi lyves forfeture,8,uS u Su SuSx,wher-of@adv thin@pron%gen lif@n%gen forfeture@n
gow/03/67-gow.cat,67-gow1501,Mai falle: and if thou have so thoght,Mai falle and if thou have so thoght,8,u Sx u S u Sx u S,mouen@v3%pr_3 fallen@v%inf and@conj if@conj thou@pron%nom haven@v%pr_2 so@adv thinken@v2%ppl
gow/03/67-gow.cat,67-gow1502,"Er this, tell on and hyde it noght.",Er this tell on and hyde it noght,8,u S u S u Sx u S,er@prep this@pron tellen@v%imp on@adv1 and@conj hiden@v%imp hit@pron nought@adv
gow/03/67-gow.cat,67-gow1503,"Mi fader, upon loves side",Mi fader upon loves side,8,u Su Su Su Sx,min@pron fader@n upon@prep love@n1%gen side@n
gow/03/67-gow.cat,67-gow1504,"Mi conscience I woll noght hyde,",Mi conscience I woll noght hyde,8,u SuSx u S u Sx,min@pron conscience@n ich@pron%nom willen@v%pr_1 nought@adv hiden@v%inf
gow/03/67-gow.cat,67-gow1505,How that for love of pure wo,How that for love of pure wo,8,u S u Sx u Su S,hou@adv&conj that@part for@prep love@n1 of@prep pure@adj wo@n
gow/03/67-gow.cat,67-gow1506,"I have ben ofte moeved so,",I have ben ofte moeved so,8,u Sx u Su Su S,ich@pron%nom haven@v%pr_1 ben@v%ppl ofte@adv meven@v%ppl so@adv
