FILENAME,LINE_NUMBER,OG_TEXT,TEXT,NUM_SYBS,SCANSION,TAGGING
gow/04/109-gow.cat,109-gow2633,"Bot toward oure Marches hiere,",Bot toward oure Marches hiere,8,u Su Sx uS uSx,but@conj towarde@prep oure@pron marche@n2%pl her@adv
gow/04/109-gow.cat,109-gow2634,"Of the Latins if thou wolt hiere,",Of the Latins if thou wolt hiere,0,      ,of@prep the@def_art latin@n%pl if@conj thou@pron%nom willen@v%pr_2 heren@v%inf
gow/04/109-gow.cat,109-gow2635,Of hem that whilom vertuous,Of hem that whilom vertuous,8,u S u Su SuS,of@prep hem@pron%pl_obj that@pron whilom@adv vertuous@adj
gow/04/109-gow.cat,109-gow2636,"Were and therto laborious,",Were and therto laborious,8,ux S uS uSuS,ben@v%pt_pl and@conj ther-to@adv laborious@adj
gow/04/109-gow.cat,109-gow2637,Carmente made of hire engin,Carmente made of hire engin,8,uSu Sx u Sx uS,carmente@n#propn maken@v1%pt_3 of@prep hire@pron1%fem_gen engin@n
gow/04/109-gow.cat,109-gow2638,"The ferste lettres of Latin,",The ferste lettres of Latin,8,u Su Su S uS,the@def_art first@num_adj lettre@n%pl of@prep latin@n
gow/04/109-gow.cat,109-gow2639,"Of which the tunge Romein cam,",Of which the tunge Romein cam,8,u S u Su Su S,of@prep which@pron the@def_art tonge@n2 romain@adj comen@v%pt_3
gow/04/109-gow.cat,109-gow2640,Wherof that Aristarchus nam,Wherof that Aristarchus nam,8,uS u SuSu S,wher-of@adv that@part aristarchus@n#propn nimen@v%pt_3
gow/04/109-gow.cat,109-gow2641,Forth with Donat and Dindimus,Forth with Donat and Dindimus,8,u S uS u SuS,forth@adv with@prep donat@n#propn and@conj dindimus@n1#propn
gow/04/109-gow.cat,109-gow2642,"The ferste reule of Scole, as thus,",The ferste reule of Scole as thus,8,u Su Sx u Sx u S,the@def_art first@num_adj reule@n of@prep scole@n2 as@conj thus@adv
gow/04/109-gow.cat,109-gow2643,How that Latin schal be componed,How that Latin schal be componed,8,u S uS u S uSx,hou@adv&conj that@part latin@n shulen@v1%pr_3 ben@v%inf compounen@v%ppl
