FILENAME,LINE_NUMBER,OG_TEXT,TEXT,NUM_SYBS,SCANSION,TAGGING
gow/07/210-gow.cat,210-gow2491,The kinde flatour can noght love,The kinde flatour can noght love,8,u Su Su S u Sx,the@def_art kinde@adj flatour@n connen@v%pr_3 nought@adv loven@v1%inf
gow/07/210-gow.cat,210-gow2492,Bot forto bringe himself above;,Bot forto bringe himself above,8,u Su Sx uS uSx,but@conj forto@part bringen@v%inf him-self@pron aboven@adv
gow/07/210-gow.cat,210-gow2493,"For hou that evere his maister fare,",For hou that evere his maister fare,8,u S u Sux S ux Sx,for@conj hou@adv&conj that@part ever@adv his@pron1%gen maister@n faren@v%pr_3
gow/07/210-gow.cat,210-gow2494,"So that himself stonde out of care,",So that himself stonde out of care,8,u S uS ux S u Sx,so@adv that@conj him-self@pron stonden@v1%pr_3 oute@adv of@prep care@n1
gow/07/210-gow.cat,210-gow2495,Him reccheth noght: and thus fulofte,Him reccheth noght and thus fulofte,8,u Su S u S uSx,him@pron%obj recchen@v2%pr_3 nought@adv and@conj thus@adv ful-ofte@adv
gow/07/210-gow.cat,210-gow2496,Deceived ben with wordes softe,Deceived ben with wordes softe,8,uSu S u Su Sx,deceiven@v%ppl ben@v%pr_pl with@prep word@n%pl softe@adj
gow/07/210-gow.cat,210-gow2497,The kinges that ben innocent.,The kinges that ben innocent,8,u Su S u SuS,the@def_art king@n%pl that@pron ben@v%pr_pl innocent@adj
gow/07/210-gow.cat,210-gow2498,Wherof as for chastiement,Wherof as for chastiement,7,Su S u SuS,wher-of@adv as@conj for@prep chastiement@n
gow/07/210-gow.cat,210-gow2499,"The wise Philosophre seide,",The wise Philosophre seide,8,u Su SuSu Sx,the@def_art wise@adj philosophre@n seien@v1%pt_3
gow/07/210-gow.cat,210-gow2500,What king that so his tresor leide,What king that so his tresor leide,8,u S u S u Su Sx,what@gram_adj king@n that@pron so@adv his@pron1%gen tresour@n leien@v1%pt_3
gow/07/210-gow.cat,210-gow2501,"Upon such folk, he hath the lesse,",Upon such folk he hath the lesse,8,uS u S u S u Sx,upon@prep swich@gram_adj folk@n he@pron1%nom haven@v%pr_3 the@def_art lesse@n2
gow/07/210-gow.cat,210-gow2502,"And yit ne doth he no largesse,",And yit ne doth he no largesse,8,u S u S u S uSx,and@conj yet@adv ne@adv don@v1%pr_3 he@pron1%nom no@gram_adj largesse@n
