OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"For, as it seemed, it was for to doone --","For, as us semed, it was for to done,°",data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 62,DIFF,10,10,For as it seemed it was for to doone,For as us semed it was for to done,u S u Su S u S u Sx,u S u Su S u S u Sx,for@conj as@conj hit@pron semen@v2%pt_3 hit@pron ben@v%pt_3 for@prep#adv to@part don@v1%inf --@dash,for@conj as@conj us@pron%pl_obj semen@v2%pt_3 hit@pron ben@v%pt_3 for@prep#adv to@part don@v1%inf,green
To enden in som vertuous sentence,To enden in som vertuous sentence,data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 63,,10,10,To enden in som vertuous sentence,To enden in som vertuous sentence,u Su S u SuS uSx,u Su S u SuS uSx,to@part enden@v%inf in@prep som@gram_adj vertuous@adj sentence@n,to@part enden@v%inf in@prep som@gram_adj vertuous@adj sentence@n,
And for to yeve hym space and audience,And for to yeve him space° and audience,data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 64,,10,10,And for to yeve hym space and audience,And for to yeve him space and audience,u S u Sx u Sx u SuSx,u S u Sx u Sx u SuSx,and@conj for@prep#adv to@part yeven@v%inf him@pron%obj space@n and@conj audience@n,and@conj for@prep#adv to@part yeven@v%inf him@pron%obj space@n and@conj audience@n,
And bade oure Hoost he sholde to hym seye,And bede° our Host he sholde to him seye,data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 65,,10,10,And bade oure Hoost he sholde to hym seye,And bede our Host he sholde to him seye,u Sx ux S u Su S u S,u Sx u S u Su S u S,and@conj bidden@v%pt_pl oure@pron%pl_gen hoste@n2 he@pron1%nom shulen@v1%pt_3 to@prep him@pron%obj seien@v1%inf,and@conj bidden@v%pt_pl oure@pron%pl_gen hoste@n2 he@pron1%nom shulen@v1%pt_3 to@prep him@pron%obj seien@v1%inf,
That alle we to telle his tale hym preye.,That alle we to telle his tale him preye.°,data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 66,,10,10,That alle we to telle his tale hym preye,That alle we to telle his tale him preye,u Su S u Sx u Sx u S,u Su S u Sx u Sx u S,that@conj al@gram_adj we@pron%pl_nom to@part tellen@v%inf his@pron1%gen tale@n him@pron%obj preien@v1%pr_pl,that@conj al@gram_adj we@pron%pl_nom to@part tellen@v%inf his@pron1%gen tale@n him@pron%obj preien@v1%pr_pl,
Oure Hoost hadde the wordes for us alle;,Our Hoste had the wordes for us alle:—,data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 67,,9,10,Oure Hoost hadde the wordes for us alle,Our Hoste had the wordes for us alle,Sx u Sx u Su S u Sx,u Su S u Su S u Sx,oure@pron%pl_gen hoste@n2 haven@v%pt_3 the@def_art word@n%pl for@prep us@pron%pl_obj al@gram_adj,oure@pron%pl_gen hoste@n2 haven@v%pt_3 the@def_art word@n%pl for@prep us@pron%pl_obj al@gram_adj,
"Sire preest,"""" quod he, """"now faire yow bifalle!","“Sir preest,” quod he, “now faire yow bifalle!°",data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 68,,10,10,Sire preest quod he now faire yow bifalle,Sir preest quod he now faire yow bifalle,ux S u S u Su S uSx,u S u S u Su S uSx,sire@n#adj prest@n3 quethen@v%pt_3 he@pron1%nom nou@adv faire@adv you@pron%pl_obj bifallen@v%pr_3,sire@n#adj prest@n3 quethen@v%pt_3 he@pron1%nom nou@adv faire@adv you@pron%pl_obj bifallen@v%pr_3,
"Sey what yow list, and we wol gladly heere.","Sey what yow list,° and we wol gladly here”—",data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 73,,10,10,Sey what yow list and we wol gladly heere,Sey what yow list and we wol gladly here,u S u S u S u Su Sx,u S u S u S u Su Sx,seien@v1%imp what@pron you@pron%pl_obj listen@v1%pr_3 and@conj we@pron%pl_nom willen@v%pr_pl gladli@adv heren@v%inf,seien@v1%imp what@pron you@pron%pl_obj listen@v1%pr_3 and@conj we@pron%pl_nom willen@v%pr_pl gladli@adv heren@v%inf,
And with that word he seyde in this manere.,And with that word he seide in this manere—,data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 74,,10,10,And with that word he seyde in this manere,And with that word he seide in this manere,u S u S u Sx u S uSx,u S u S u Sx u S uSx,and@conj with@prep that@art&gram_adj word@n he@pron1%nom seien@v1%pt_3 in@prep this@gram_adj manere@n,and@conj with@prep that@art&gram_adj word@n he@pron1%nom seien@v1%pt_3 in@prep this@gram_adj manere@n,
"Telleth,"""" quod he, """"youre meditacioun.","“Telleth,” quod he, “your meditacioun.°",data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 69,,10,10,Telleth quod he youre meditacioun,Telleth quod he your meditacioun,uS u S ux SuSuS,uS u S u SuSuS,tellen@v%imp quethen@v%pt_3 he@pron1%nom your@pron%pl_gen meditacioun@n,tellen@v%imp quethen@v%pt_3 he@pron1%nom your@pron%pl_gen meditacioun@n,
But hasteth yow; the sonne wole adoun;,"But hasteth yow, the sonne wol adoun;",data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 70,,10,10,But hasteth yow the sonne wole adoun,But hasteth yow the sonne wol adoun,u Su S u Su Sx uS,u Su S u Su S uS,but@conj hasten@v%imp you@pron%pl_obj the@def_art sonne@n willen@v%pr_3 adoun@adv,but@conj hasten@v%imp you@pron%pl_obj the@def_art sonne@n willen@v%pr_3 adoun@adv,
"Beth fructuous, and that in litel space","Beth fructuous,° and that in litel space",data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 71,,10,10,Beth fructuous and that in litel space,Beth fructuous and that in litel space,u SuS u S u Su Sx,u SuS u S u Su Sx,ben@v%imp fructuous@adj and@conj that@pron in@prep litel@adj space@n,ben@v%imp fructuous@adj and@conj that@pron in@prep litel@adj space@n,
And to do wel God sende yow his grace!,And to do wel God sende yow his grace!”,data/riverside_cats/ParsPro_riverside_reordered.cat,data/oxford_txts/ParsPro_oxford.txt,data/csvs/ParsPro_reordered,Prologue to the Parson's Tale 72,,10,10,And to do wel God sende yow his grace,And to do wel God sende yow his grace,u S u S u Su S u Sx,u S u S u Su S u Sx,and@conj to@part don@v1%inf wel@adv god@n1#propn senden@v2%pr_3 you@pron%pl_obj his@pron1%gen grace@n,and@conj to@part don@v1%inf wel@adv god@n1#propn senden@v2%pr_3 you@pron%pl_obj his@pron1%gen grace@n,
