OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Almighty and al merciable queene,Almihty and al merciable° queene,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 1,DIFF,10,10,Almighty and al merciable queene,Almihty and al merciable queene,uSu S u SuSu Sx,uSu S u SuSu Sx,al-mighti@adj and@conj al@adv merciable@adj quene@n2,al-mighti@adj and@conj al@adv merciable@adj quene@n2,green
To whom that al this world fleeth for socour,To whom that al° this world fleeth° for socour,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 2,,10,10,To whom that al this world fleeth for socour,To whom that al this world fleeth for socour,u S u S u S u S uS,u S u S u S u S uS,to@prep whom@pron%obj that@pron al@gram_adj this@gram_adj world@n flen@v1%pr_3 for@prep socour@n,to@prep whom@pron%obj that@pron al@gram_adj this@gram_adj world@n flen@v1%pr_3 for@prep socour@n,
"To have relees of sinne, of sorwe, and teene","To have relees of sinne of sorwe° and tene,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 3,,10,10,To have relees of sinne of sorwe and teene,To have relees of sinne of sorwe and tene,u Sx uS u Sx u Sx u Sx,u Sx uS u Sx u Sx u Sx,to@part haven@v%inf reles@n2 of@prep sinne@n of@prep sorwe@n and@conj tene@n2,to@part haven@v%inf reles@n2 of@prep sinne@n of@prep sorwe@n and@conj tene@n2,
"Glorious virgine, of alle floures flour","Glorious virgine, of alle floures° flour,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 4,,10,10,Glorious virgine of alle floures flour,Glorious virgine of alle floures flour,uSu Sux S ux Su S,uSu Sux S ux Su S,glorious@adj virgin@n of@prep al@gram_adj flour@n1%pl flour@n1,glorious@adj virgin@n of@prep al@gram_adj flour@n1%pl flour@n1,
"To thee I flee, confounded in errour.","To thee I flee, confounded° in errour!",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 5,,10,10,To thee I flee confounded in errour,To thee I flee confounded in errour,u S u S uSu S uS,u S u S uSu S uS,to@prep the@pron2%obj ich@pron%nom flen@v1%pr_1 confounden@v%ppl_abs in@prep errour@n1,to@prep the@pron2%obj ich@pron%nom flen@v1%pr_1 confounden@v%ppl_abs in@prep errour@n1,
"Help and releeve, thou mighti debonayre","Help and releve,° thou mihti debonaire,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 6,DIFF,10,10,Help and releeve thou mighti debonayre,Help and releve thou mihti debonaire,u S uSx u Su SuSx,u S uSx u Su SuSx,helpen@v%imp and@conj releven@v%imp thou@pron%nom mighti@adj debonaire@n,helpen@v%imp and@conj releven@v%imp thou@pron%nom mighti@adj debonaire@n,green
Have mercy on my perilous langour.,Have mercy on my perilous langour!°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 7,,10,10,Have mercy on my perilous langour,Have mercy on my perilous langour,ux Su S u SuS uS,ux Su S u SuS uS,haven@v%imp merci@n1 on@prep min@pron%gen perilous@adj langour@n,haven@v%imp merci@n1 on@prep min@pron%gen perilous@adj langour@n,
Venquisshed me hath my cruel adversaire.,Venquisshed° me hath my cruel adversaire.°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 8,,10,10,Venquisshed me hath my cruel adversaire,Venquisshed me hath my cruel adversaire,uSu x S u Su SuSx,uSu x S u Su SuSx,venquishen@v%ppl me@pron2%obj haven@v%pr_3 min@pron%gen cruel@adj adversaire@n,venquishen@v%ppl me@pron2%obj haven@v%pr_3 min@pron%gen cruel@adj adversaire@n,
Bountee so fix hath in thin herte his tente,"Bountee° so fix° hath in thin herte his tente,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 9,,10,10,Bountee so fix hath in thin herte his tente,Bountee so fix hath in thin herte his tente,uS u S u S u Sx u Sx,uS u S u S u Sx u Sx,bounte@n#propn so@adv fixen@v%ppl haven@v%pr_3 in@prep thin@pron%gen herte@n his@pron1%gen tente@n1,bounte@n#propn so@adv fixen@v%ppl haven@v%pr_3 in@prep thin@pron%gen herte@n his@pron1%gen tente@n1,
That wel I wot thou wolt my socour bee;,That wel I wot° thou wolt my socour° be,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 10,,10,10,That wel I wot thou wolt my socour bee,That wel I wot thou wolt my socour be,u S u S u S u Su S,u S u S u S u Su S,that@conj wel@adv ich@pron%nom witen@v1%pr_1 thou@pron%nom willen@v%pr_2 min@pron%gen socour@n ben@v%inf,that@conj wel@adv ich@pron%nom witen@v1%pr_1 thou@pron%nom willen@v%pr_2 min@pron%gen socour@n ben@v%inf,
Thou canst not warne him that with good entente,"Thou canst not warne° him that, with good entente,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 11,,10,10,Thou canst not warne him that with good entente,Thou canst not warne him that with good entente,u S u Sx u S u S uSx,u S u Sx u S u S uSx,thou@pron%nom connen@v%pr_2 not@adv wernen@v%inf him@pron%obj that@pron with@prep god@adj entente@n,thou@pron%nom connen@v%pr_2 not@adv wernen@v%inf him@pron%obj that@pron with@prep god@adj entente@n,
"Axeth thin helpe, thin herte is ay so free.","Axeth° thin help. Thin herte is ay so free,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 12,,10,10,Axeth thin helpe thin herte is ay so free,Axeth thin help Thin herte is ay so free,uS u Sx u Sx u S u S,uS u S u Sx u S u S,asken@v%pr_3 thin@pron%gen help@n thin@pron%gen herte@n ben@v%pr_3 ai@adv so@adv fre@adj,asken@v%pr_3 thin@pron%gen help@n thin@pron%gen herte@n ben@v%pr_3 ai@adv so@adv fre@adj,
Thou art largesse of pleyn felicitee,"Thou art largesse° of plein felicitee,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 13,,10,10,Thou art largesse of pleyn felicitee,Thou art largesse of plein felicitee,u S uSx u S uSuS,u S uSx u S uSuS,thou@pron%nom ben@v%pr_2 largesse@n of@prep pleine@adj felicite@n,thou@pron%nom ben@v%pr_2 largesse@n of@prep pleine@adj felicite@n,
"Haven of refut, of quiete, and of reste.","Haven of refut,° quiete, and of reste",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 14,DIFF,10,10,Haven of refut of quiete and of reste,Haven of refut quiete and of reste,uS u Su S uSx u S xx,uS u Su Sux S u Sx,haven@n1 of@prep refute@n of@prep quiete@n and@conj of@prep reste@n1,haven@n1 of@prep refute@n quiete@n and@conj of@prep reste@n1,green
"Loo, how that theeves sevene chasen mee.","Lo, how that theves° seven chasen me!",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 15,,10,10,Loo how that theeves sevene chasen mee,Lo how that theves seven chasen me,u S u Su Sux Su S,u S u Su Su Su S,lo@interj hou@adv&conj that@part thef@n2%pl seven@num_adj chacen@v%pr_pl me@pron2%obj,lo@interj hou@adv&conj that@part thef@n2%pl seven@num_adj chacen@v%pr_pl me@pron2%obj,
"Help, lady bright, er that my ship tobreste.","Help, lady briht, er that° my ship tobreste!°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 16,DIFF,10,10,Help lady bright er that my ship tobreste,Help lady briht er that my ship tobreste,u Su S u S u S uSx,u Su S u S u S uSx,helpen@v%imp ladie@n bright@adj er@conj1 that@part min@pron%gen ship@n tobresten@v%pr_3,helpen@v%imp ladie@n bright@adj er@conj1 that@part min@pron%gen ship@n tobresten@v%pr_3,green
"Comfort is noon but in yow, ladi deere;","Comfort is noon,° but° in yow, lady dere",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 17,,10,10,Comfort is noon but in yow ladi deere,Comfort is noon but in yow lady dere,uS u S u S u Su Sx,uS u S u S u Su Sx,comfort@n ben@v%pr_3 non@gram_adj but@conj in@prep you@pron%pl_obj ladie@n dere@adj1,comfort@n ben@v%pr_3 non@gram_adj but@conj in@prep you@pron%pl_obj ladie@n dere@adj1,
"For loo, my sinne and my confusioun","For lo,° my sinne and my confusioun,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 18,,10,10,For loo my sinne and my confusioun,For lo my sinne and my confusioun,u S u Sx u S uSuS,u S u Sx u S uSuS,for@conj lo@interj min@pron%gen sinne@n and@conj min@pron%gen confusioun@n,for@conj lo@interj min@pron%gen sinne@n and@conj min@pron%gen confusioun@n,
Which oughten not in thi presence appeere,Which ouhten° not in thy presence appere,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 19,DIFF,10,10,Which oughten not in thi presence appeere,Which ouhten not in thy presence appere,u Su S u S uSx uSx,u Su S u S uSx uSx,which@pron ouen@v%pt_pl not@adv in@prep thin@pron%gen presence@n apperen@v1%inf,which@pron ouen@v%pt_pl not@adv in@prep thin@pron%gen presence@n apperen@v1%inf,green
Han take on me a greevous accioun,Han take on° me a grevous accioun°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 20,,10,10,Han take on me a greevous accioun,Han take on me a grevous accioun,u Sx u S u Su SuS,u Sx u S u Su SuS,haven@v%pr_pl taken@v%ppl on@prep me@pron2%obj a@indef_art grevous@adj accioun@n,haven@v%pr_pl taken@v%ppl on@prep me@pron2%obj a@indef_art grevous@adj accioun@n,
Of verrey right and desperacioun;,Of verrey° riht° and desperacioun;°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 21,DIFF,10,10,Of verrey right and desperacioun,Of verrey riht and desperacioun,u Su S u SuSuS,u Su S u SuSuS,of@prep verrei@adj right@n and@conj desperacioun@n,of@prep verrei@adj right@n and@conj desperacioun@n,green
And as bi right thei mighten wel susteene,"And, as by riht,° they mihten wel sustene°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 22,DIFF,10,10,And as bi right thei mighten wel susteene,And as by riht they mihten wel sustene,u S u S u Su S uSx,u S u S u Su S uSx,and@conj as@conj bi@prep right@n thei@pron%pl_nom mouen@v3%pr_pl wel@adv sustenen@v%inf,and@conj as@conj bi@prep right@n thei@pron%pl_nom mouen@v3%pr_pl wel@adv sustenen@v%inf,green
That I were wurthi my dampnacioun,That I were wurthy my dampnacioun,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 23,,10,10,That I were wurthi my dampnacioun,That I were wurthy my dampnacioun,u S ux Su S uSuS,u S ux Su S uSuS,that@conj ich@pron%nom ben@v%pt_1 worthi@adj min@pron%gen dampnacioun@n,that@conj ich@pron%nom ben@v%pt_1 worthi@adj min@pron%gen dampnacioun@n,
"Nere merci of you, blisful hevene queene.","Nere° mercy of you, blisful heven° quene.",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 24,,10,10,Nere merci of you blisful hevene queene,Nere mercy of you blisful heven quene,ux Su S u Su Sux Sx,ux Su S u Su Su Sx,ben@v%pt_3_neg merci@n1 of@prep you@pron%pl_obj blisful@adj heven@n#adj quene@n2,ben@v%pt_3_neg merci@n1 of@prep you@pron%pl_obj blisful@adj heven@n#adj quene@n2,
"Dowte is ther noon, thou queen of misericorde","Doute is ther noon, queen of misericorde,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 25,DIFF,10,10,Dowte is ther noon thou queen of misericorde,Doute is ther noon queen of misericorde,ux S u S u S u SxuSx,ux S u S u S uSuSx,doute@n ben@v%pr_3 ther@adv non@gram_adj thou@pron%nom quene@n2 of@prep misericorde@n,doute@n ben@v%pr_3 ther@adv non@gram_adj quene@n2 of@prep misericorde@n,green
That thou n' art cause of grace and merci heere;,That thou nart° cause of grace and mercy here;,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 26,DIFF,10,10,That thou n art cause of grace and merci heere,That thou nart cause of grace and mercy here,u S  u Sx u Sx u Su Sx,u S u Sx u Sx u Su Sx,that@conj thou@pron%nom ne@adv ben@v%pr_2 cause@n of@prep grace@n and@conj merci@n1 her@adv,that@conj thou@pron%nom ben@v%pr_2_neg cause@n of@prep grace@n and@conj merci@n1 her@adv,green
God vouched sauf thurgh thee with us to accorde.,God vouched saf° thurgh thee with us t’acorde.°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 27,,10,10,God vouched sauf thurgh thee with us to accorde,God vouched saf thurgh thee with us t acorde,u Su S u S u S x uSx,u Su S u S u S  uSx,god@n1#propn vouchen@v%pt_3 sauf@adv thurgh@prep the@pron2%obj with@prep us@pron%pl_obj to@part accorden@v%inf,god@n1#propn vouchen@v%pt_3 sauf@adv thurgh@prep the@pron2%obj with@prep us@pron%pl_obj to@part accorden@v%inf,
"For certes, Crystes blisful mooder deere","For certes,° Cristes blisful moder dere",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 28,,10,10,For certes Crystes blisful mooder deere,For certes Cristes blisful moder dere,u Su Su Su Su Sx,u Su Su Su Su Sx,for@conj certes@adv crist@n#propn%gen blisful@adj moder@n dere@adj1,for@conj certes@adv crist@n#propn%gen blisful@adj moder@n dere@adj1,
Were now the bowe bent in swich maneere,"Were now the bowe bent in swich manere,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 29,,10,10,Were now the bowe bent in swich maneere,Were now the bowe bent in swich manere,ux S u Su S u S uSx,ux S u Su S u S uSx,ben@v%pt_3 nou@adv the@def_art boue@n1 benden@v1%ppl in@prep swich@gram_adj manere@n,ben@v%pt_3 nou@adv the@def_art boue@n1 benden@v1%ppl in@prep swich@gram_adj manere@n,
As it was first of justice and of ire,"As it was first, of justice and of° ire,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 30,,10,10,As it was first of justice and of ire,As it was first of justice and of ire,u S u S u Sux S u Sx,u S u S u Sux S u Sx,as@conj hit@pron ben@v%pt_3 first@adv of@prep justice@n and@conj of@prep ire@n,as@conj hit@pron ben@v%pt_3 first@adv of@prep justice@n and@conj of@prep ire@n,
The rightful God nolde of no mercy heere;,The rightful God nolde° of° no mercy here;°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 31,,10,10,The rightful God nolde of no mercy heere,The rightful God nolde of no mercy here,u Su S ux S u Su Sx,u Su S ux S u Su Sx,the@def_art rightful@adj god@n1#propn willen@v%pt_3_neg of@prep no@gram_adj merci@n1 heren@v%inf,the@def_art rightful@adj god@n1#propn willen@v%pt_3_neg of@prep no@gram_adj merci@n1 heren@v%inf,
But thurgh thee han we grace as we desire.,"But thurgh thee han° we grace,° as we desire.",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 32,,10,10,But thurgh thee han we grace as we desire,But thurgh thee han we grace as we desire,u S u S u Sx u S uSx,u S u S u Sx u S uSx,but@conj thurgh@prep the@pron2%obj haven@v%pr_pl we@pron%pl_nom grace@n as@conj we@pron%pl_nom desiren@v%pr_pl,but@conj thurgh@prep the@pron2%obj haven@v%pr_pl we@pron%pl_nom grace@n as@conj we@pron%pl_nom desiren@v%pr_pl,
Evere hath myn hope of refut been in thee,Ever hath min hope of refut° been in thee,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 33,,10,10,Evere hath myn hope of refut been in thee,Ever hath min hope of refut been in thee,uxx S u Sx u Su S u S,u S u Sx u Su S u S,ever@adv haven@v%pr_3 min@pron%gen hope@n1 of@prep refute@n ben@v%ppl in@prep the@pron2%obj,ever@adv haven@v%pr_3 min@pron%gen hope@n1 of@prep refute@n ben@v%ppl in@prep the@pron2%obj,
For heer-biforn ful ofte in many a wyse,"For heerbiforn° ful ofte,° in many a wise,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 34,,10,10,For heerbiforn ful ofte in many a wyse,For heerbiforn ful ofte in many a wise,u SuS u Sx u Sx u Sx,u SuS u Sx u Sx u Sx,for@conj her-biforen@adv ful@adv ofte@adv in@prep mani@gram_adj a@indef_art wise@n2,for@conj her-biforen@adv ful@adv ofte@adv in@prep mani@gram_adj a@indef_art wise@n2,
Hast thou to misericorde receyved me.,Hast thou to misericorde resceived me.,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 35,DIFF,10,10,Hast thou to misericorde receyved me,Hast thou to misericorde resceived me,u S u SuSux SuS x,u S u SuSux SuS x,haven@v%pr_2 thou@pron%nom to@prep misericorde@n receiven@v%ppl me@pron2%obj,haven@v%pr_2 thou@pron%nom to@prep misericorde@n receiven@v%ppl me@pron2%obj,green
"But merci, ladi, at the grete assyse","But mercy, lady, at the grete assise,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 36,,10,10,But merci ladi at the grete assyse,But mercy lady at the grete assise,u Su Su S u Sx uSx,u Su Su S u Sx uSx,but@conj merci@n1 ladie@n at@prep the@def_art gret@adj assise@n,but@conj merci@n1 ladie@n at@prep the@def_art gret@adj assise@n,
Whan we shule come bifore the hye justyse.,Whan we shul com bifore the high justise!°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 37,DIFF,10,10,Whan we shule come bifore the hye justyse,Whan we shul com bifore the high justise,u S ux Sx uSx u S uSx,u S u S uSx u S uSx,whan@adv&conj we@pron%pl_nom shulen@v1%pr_pl comen@v%inf biforen@prep the@def_art heigh@adj justice@n,whan@adv&conj we@pron%pl_nom shulen@v1%pr_pl comen@v%inf biforen@prep the@def_art heigh@adj justice@n,green
So litel fruit shal thanne in me be founde,So litel fruit° shal thanne in me be founde,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 38,,10,10,So litel fruit shal thanne in me be founde,So litel fruit shal thanne in me be founde,u Su S u Sx u S u Sx,u Su S u Sx u S u Sx,so@adv litel@adj fruit@n shulen@v1%pr_3 thanne@adv in@prep me@pron2%obj ben@v%inf finden@v%ppl,so@adv litel@adj fruit@n shulen@v1%pr_3 thanne@adv in@prep me@pron2%obj ben@v%inf finden@v%ppl,
"That, but thou er that day correcte [vice]","That, but° thou er° that day me wel chastise,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 39,DIFF,10,10,That but thou er that day correcte vice,That but thou er that day me wel chastise,u S u S u S uSu Sx,u S u S u S u S uSx,that@conj but@conj thou@pron%nom er@conj1 that@part dai@n correcten@v%pr_2 vice@n,"that@conj but@conj thou@pron%nom er@conj1 that@part dai@n me@pron2%obj wel@adv ",green
Of verrey right my werk wol me confounde.,Of verrey riht° my werk° me wol confounde.°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 40,DIFF,10,10,Of verrey right my werk wol me confounde,Of verrey riht my werk me wol confounde,u Su S u S u S uSx,u Su S u S u S uSx,of@prep verrei@adj right@n min@pron%gen werk@n willen@v%pr_3 me@pron2%obj confounden@v%inf,of@prep verrei@adj right@n min@pron%gen werk@n me@pron2%obj willen@v%pr_3 confounden@v%inf,green
"Fleeinge, I flee for socour to thi tente","Fleeing, I flee for socour° to thy tente°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 41,,9,9,Fleeinge I flee for socour to thi tente,Fleeing I flee for socour to thy tente,Sx u S u Su S u Sx,S u S u Su S u Sx,flen@v1%prp_abs ich@pron%nom flen@v1%pr_1 for@prep socour@n to@prep thin@pron%gen tente@n1,flen@v1%prp_abs ich@pron%nom flen@v1%pr_1 for@prep socour@n to@prep thin@pron%gen tente@n1,
Me for to hide from tempeste ful of dreede,"Me for to hide from tempest ful of drede,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 42,,10,10,Me for to hide from tempeste ful of dreede,Me for to hide from tempest ful of drede,x u S ux S uSu S u Sx,u S u Sx u Su S u Sx,me@pron2%obj for@prep#adv to@part hiden@v%inf from@prep tempest@n ful@adj of@prep drede@n,me@pron2%obj for@prep#adv to@part hiden@v%inf from@prep tempest@n ful@adj of@prep drede@n,
Biseeching yow that ye you not absente,"Biseching° you that ye you not absente,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 43,,10,10,Biseeching yow that ye you not absente,Biseching you that ye you not absente,uSu S u S u S uSx,uSu S u S u S uSx,bisechen@v%prp_abs you@pron%pl_obj that@conj ye@pron%pl_nom you@pron%pl_obj not@adv absenten@v%pr_pl,bisechen@v%prp_abs you@pron%pl_obj that@conj ye@pron%pl_nom you@pron%pl_obj not@adv absenten@v%pr_pl,
"Thouh I be wikke. O, help yit at this neede!",Though I be wikke.° O help yit° at this nede!,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 44,DIFF,10,10,Thouh I be wikke O help yit at this neede,Though I be wikke O help yit at this nede,u S u Sx u S u S u Sx,u S u Sx u S u S u Sx,though@conj ich@pron%nom ben@v%pr_1 wikke@adj o@interj helpen@v%imp yet@adv at@prep this@gram_adj nede@n1,though@conj ich@pron%nom ben@v%pr_1 wikke@adj o@interj helpen@v%imp yet@adv at@prep this@gram_adj nede@n1,green
Al have I ben a beste in wil and deede,Al have I° been a beste° in wil and dede,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 45,,10,10,Al have I ben a beste in wil and deede,Al have I been a beste in wil and dede,u Sx u S u Sx u S u Sx,u Sx u S u Sx u S u Sx,al@conj haven@v%pr_1 ich@pron%nom ben@v%ppl a@indef_art beste@n in@prep wille@n and@conj dede@n,al@conj haven@v%pr_1 ich@pron%nom ben@v%ppl a@indef_art beste@n in@prep wille@n and@conj dede@n,
"Yit, ladi, thou me cloth. with thi grace.","Yit, lady, thou me clothe with thy grace.",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 46,,9,10,Yit ladi thou me cloth with thi grace,Yit lady thou me clothe with thy grace,S uS u S u S u Sx,u Su S u Su S u Sx,yet@adv ladie@n thou@pron%nom me@pron2%obj clothen@v%pr_3 with@prep thin@pron%gen grace@n,yet@adv ladie@n thou@pron%nom me@pron2%obj clothen@v%pr_3 with@prep thin@pron%gen grace@n,
"Thin enemy and myn -- ladi, tak heede --","Thin enemy and min—lady, tak hede,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 47,DIFF,10,10,Thin enemy and myn ladi tak heede,Thin enemy and min lady tak hede,u SuS u S uS u Sx,u SuS u S uS u Sx,thin@pron%gen enemi@n and@conj min@pron%gen --@dash ladie@n taken@v%imp hed@n2 --@dash,thin@pron%gen enemi@n and@conj min@pron%gen ladie@n taken@v%imp hed@n2,green
Unto my deth in poynt is me to chace!,Unto my deth in point° is me to chace.°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 48,,10,10,Unto my deth in poynt is me to chace,Unto my deth in point is me to chace,uS u S u S u S u Sx,uS u S u S u S u Sx,unto@prep min@pron%gen deth@n in@prep pointe@n1 ben@v%pr_3 me@pron2%obj to@part chacen@v%inf,unto@prep min@pron%gen deth@n in@prep pointe@n1 ben@v%pr_3 me@pron2%obj to@part chacen@v%inf,
"Glorious mayde and mooder, which that nevere","Glorious maide and moder, which that° nevere",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 49,,10,10,Glorious mayde and mooder which that nevere,Glorious maide and moder which that nevere,uSu Sx u Su S u Sxx,uSu Sx u Su S u Sxx,glorious@adj maide@n and@conj moder@n which@pron that@pron never@adv,glorious@adj maide@n and@conj moder@n which@pron that@pron never@adv,
"Were bitter, neither in erthe nor in see","Were bitter, nor° in erthe nor in see",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 50,DIFF,10,10,Were bitter neither in erthe nor in see,Were bitter nor in erthe nor in see,ux Su Su S ux S u S,ux Su S u Su S u S,ben@v%pt_pl bitter@adj neither@conj in@prep erthe@n1 nor@conj in@prep se@n1,ben@v%pt_pl bitter@adj nor@conj in@prep erthe@n1 nor@conj in@prep se@n1,green
But ful of swetnesse and of merci evere,But ful of swetnesse and of mercy ever,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 51,,10,10,But ful of swetnesse and of merci evere,But ful of swetnesse and of mercy ever,u S u Sux S u Su Sxx,u S u Sux S u Su S,but@conj ful@adj of@prep swetenesse@n and@conj of@prep merci@n1 ever@adv,but@conj ful@adj of@prep swetenesse@n and@conj of@prep merci@n1 ever@adv,
Help that my Fader be not wroth with me.,Help that my fader° be not wroth° with me!,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 52,,10,10,Help that my Fader be not wroth with me,Help that my fader be not wroth with me,u S u Su S u S u S,u S u Su S u S u S,helpen@v%imp that@conj min@pron%gen fader@n ben@v%pr_3 not@adv wroth@adj with@prep me@pron2%obj,helpen@v%imp that@conj min@pron%gen fader@n ben@v%pr_3 not@adv wroth@adj with@prep me@pron2%obj,
"Spek thou, for I ne dar not him ysee","Spek thou, for I ne dar° him not ysee.°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 53,DIFF,10,10,Spek thou for I ne dar not him ysee,Spek thou for I ne dar him not ysee,u S u S u S u S uS,u S u S u S u S uS,speken@v%pr_2 thou@pron%nom for@conj ich@pron%nom ne@adv durren@v%pr_1 not@adv him@pron%obj isen@v1%inf,speken@v%pr_2 thou@pron%nom for@conj ich@pron%nom ne@adv durren@v%pr_1 him@pron%obj not@adv isen@v1%inf,green
"So have I doon in erthe, allas the while","So° have I doon in erthe, allas therwhile!°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 54,DIFF,10,10,So have I doon in erthe allas the while,So have I doon in erthe allas therwhile,u Sx u S u Sx uS u Sx,u Sx u S u Sx uS uSx,so@adv haven@v%pr_1 ich@pron%nom don@v1%ppl in@prep erthe@n1 alas@interj the@def_art whil@n,so@adv haven@v%pr_1 ich@pron%nom don@v1%ppl in@prep erthe@n1 alas@interj ther-while@adv,green
