OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"Doo penitence, and merci axe and have.","Do penitence, and mercy axe° and have.",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 120,,10,10,Doo penitence and merci axe and have,Do penitence and mercy axe and have,u SuSx u Su Sx u Sx,u SuSx u Su Sx u Sx,don@v1%inf penitence@n and@conj merci@n1 asken@v%inf and@conj haven@v%imp,don@v1%inf penitence@n and@conj merci@n1 asken@v%inf and@conj haven@v%imp,
"Queen of comfort, yit whan I me bithinke","Queen of comfort, yit whan I me bithinke°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 121,,10,10,Queen of comfort yit whan I me bithinke,Queen of comfort yit whan I me bithinke,u S uS u S u S uSx,u S uS u S u S uSx,quene@n2 of@prep comfort@n yet@adv whan@adv&conj ich@pron%nom me@pron2%obj bithinken@v%pr_1,quene@n2 of@prep comfort@n yet@adv whan@adv&conj ich@pron%nom me@pron2%obj bithinken@v%pr_1,
That I agilt have bothe him and thee,"That I agilt° have bothe, him° and thee",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 122,,10,10,That I agilt have bothe him and thee,That I agilt have bothe him and thee,u S uS ux Su S u S,u S uS ux Su S u S,that@conj ich@pron%nom agilten@v%ppl haven@v%pr_1 bothe@num_conj him@pron%obj and@conj the@pron2%obj,that@conj ich@pron%nom agilten@v%ppl haven@v%pr_1 bothe@num_conj him@pron%obj and@conj the@pron2%obj,
And that my soule is worthi for to sinke,"And that my soule is worthy for to sinke,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 123,,10,10,And that my soule is worthi for to sinke,And that my soule is worthy for to sinke,u S u Sx u Su S u Sx,u S u Sx u Su S u Sx,and@conj that@conj min@pron%gen soule@n ben@v%pr_3 worthi@adj for@prep#adv to@part sinken@v%inf,and@conj that@conj min@pron%gen soule@n ben@v%pr_3 worthi@adj for@prep#adv to@part sinken@v%inf,
"Allas, I caityf, whider may I flee?","Allas, I, caitif,° whider° may I flee?",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 124,,10,10,Allas I caityf whider may I flee,Allas I caitif whider may I flee,uS u Su Su S u S,uS u Su Su S u S,alas@interj ich@pron%nom caitif@adj whider@adv mouen@v3%pr_1 ich@pron%nom flen@v1%inf,alas@interj ich@pron%nom caitif@adj whider@adv mouen@v3%pr_1 ich@pron%nom flen@v1%inf,
Who shal unto thi Sone my mene bee?,Who shal unto thy sone my meen° be?,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 125,,10,10,Who shal unto thi Sone my mene bee,Who shal unto thy sone my meen be,u S uS u Sx u Su S,u S uS u Su S u S,who@pron%nom shulen@v1%pr_3 unto@prep thin@pron%gen sone@n min@pron%gen mene@n3 ben@v%inf,who@pron%nom shulen@v1%pr_3 unto@prep thin@pron%gen sone@n min@pron%gen mene@n3 ben@v%inf,
"Who, but thiself, that art of pitee welle?","Who, but thyself, that art of pitee welle?°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 126,,10,10,Who but thiself that art of pitee welle,Who but thyself that art of pitee welle,u S uS u S u Su Sx,u S uS u S u Su Sx,who@pron%nom but@conj thi-self@pron that@pron ben@v%pr_2 of@prep pite@n welle@n,who@pron%nom but@conj thi-self@pron that@pron ben@v%pr_2 of@prep pite@n welle@n,
Thou hast more reuthe on oure adversitee,Thou hast more reuthe° on oure adversitee,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 127,,10,10,Thou hast more reuthe on oure adversitee,Thou hast more reuthe on oure adversitee,u S ux Sx u Sx uSuS,u S ux Sx u Sx uSuS,thou@pron%nom haven@v%pr_2 more@adj%comp reuthe@n on@prep oure@pron%pl_gen adversite@n,thou@pron%nom haven@v%pr_2 more@adj%comp reuthe@n on@prep oure@pron%pl_gen adversite@n,
Than in this world might any tonge telle.,Than in this world miht any tunge telle.,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 128,DIFF,10,10,Than in this world might any tonge telle,Than in this world miht any tunge telle,u S u S u Su Su Sx,u S u S u Su Su Sx,than@conj in@prep this@gram_adj world@n mouen@v3%pt_3 ani@gram_adj tonge@n2 tellen@v%inf,than@conj in@prep this@gram_adj world@n mouen@v3%pt_3 ani@gram_adj tonge@n2 tellen@v%inf,green
"Redresse me, mooder, and me chastise","Redresse° me, moder, and me chastise",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 129,,10,10,Redresse me mooder and me chastise,Redresse me moder and me chastise,uSu S uS u S uSx,uSu S uS u S uSx,redressen@v%imp me@pron2%obj moder@n and@conj me@pron2%obj chastisen@v%imp,redressen@v%imp me@pron2%obj moder@n and@conj me@pron2%obj chastisen@v%imp,
For certeynly my Faderes chastisinge,"For, certeinly, my Fadres chastisinge",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 130,,10,10,For certeynly my Faderes chastisinge,For certeinly my Fadres chastisinge,u SuS u Sux SuSx,u SuS u Su SuSx,for@conj certainli@adv min@pron%gen fader@n%gen chastisinge@ger,for@conj certainli@adv min@pron%gen fader@n%gen chastisinge@ger,
That dar I nouht abiden in no wise,That dar I nouht° abiden° in no wise:,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 131,,10,10,That dar I nouht abiden in no wise,That dar I nouht abiden in no wise,u S u S uSu S u Sx,u S u S uSu S u Sx,that@pron durren@v%pr_1 ich@pron%nom nought@adv abiden@v%inf in@prep no@gram_adj wise@n2,that@pron durren@v%pr_1 ich@pron%nom nought@adv abiden@v%inf in@prep no@gram_adj wise@n2,
So hidous is his rightful rekenynge.,So hidous° is his rightful° rekeninge.,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 132,,10,10,So hidous is his rightful rekenynge,So hidous is his rightful rekeninge,u Su S u Su SuSx,u Su S u Su SuSx,so@adv hidous@adj ben@v%pr_3 his@pron1%gen rightful@adj rekeninge@ger,so@adv hidous@adj ben@v%pr_3 his@pron1%gen rightful@adj rekeninge@ger,
"Mooder, of whom oure merci gan to springe","Moder, of whom our mercy gan to springe,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 133,,10,10,Mooder of whom oure merci gan to springe,Moder of whom our mercy gan to springe,uS u S ux Su S u Sx,uS u S u Su S u Sx,moder@n of@prep whom@pron%obj oure@pron%pl_gen merci@n1 ginnen@v%pt_3 to@part springen@v%inf,moder@n of@prep whom@pron%obj oure@pron%pl_gen merci@n1 ginnen@v%pt_3 to@part springen@v%inf,
Beth ye my juge and eek my soules leche;,Beth ye my juge and eek my soules leche;°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 134,,10,10,Beth ye my juge and eek my soules leche,Beth ye my juge and eek my soules leche,u S u Sx u S u Su Sx,u S u Sx u S u Su Sx,ben@v%imp ye@pron%pl_nom min@pron%gen juge@n1 and@conj ek@adv min@pron%gen soule@n%gen leche@n3,ben@v%imp ye@pron%pl_nom min@pron%gen juge@n1 and@conj ek@adv min@pron%gen soule@n%gen leche@n3,
For evere in you is pitee haboundinge,For ever in you is pitee haboundinge°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 135,,10,10,For evere in you is pitee haboundinge,For ever in you is pitee haboundinge,u Sxx u S u Su SuSx,u S u S u Su SuSx,for@conj ever@adv in@prep you@pron%pl_obj ben@v%pr_3 pite@n abounden@v1%prp,for@conj ever@adv in@prep you@pron%pl_obj ben@v%pr_3 pite@n abounden@v1%prp,
To ech that wole of pitee you biseeche.,To ech° that° wol of° pitee you biseche.°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 136,,10,10,To ech that wole of pitee you biseeche,To ech that wol of pitee you biseche,u S u Sx u Su S uSx,u S u S u Su S uSx,to@prep ech@pron that@pron willen@v%pr_3 of@prep pite@n you@pron%pl_obj bisechen@v%inf,to@prep ech@pron that@pron willen@v%pr_3 of@prep pite@n you@pron%pl_obj bisechen@v%inf,
Soth is that God ne granteth no pitee,"Soth° is, that God ne graunteth no° pitee",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 137,,10,10,Soth is that God ne granteth no pitee,Soth is that God ne graunteth no pitee,u S u S u Su S uS,u S u S u Su S uS,soth@adj ben@v%pr_3 that@conj god@n1#propn ne@adv graunten@v%pr_3 no@gram_adj pite@n,soth@adj ben@v%pr_3 that@conj god@n1#propn ne@adv graunten@v%pr_3 no@gram_adj pite@n,
Withoute thee; for God of his goodnesse,"Withoute thee; for God, of° his goodnesse",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 138,,10,10,Withoute thee for God of his goodnesse,Withoute thee for God of his goodnesse,uSu S u S u S uSx,uSu S u S u S uSx,withouten@prep the@pron2%obj for@conj god@n1#propn of@prep his@pron1%gen godnesse@n2,withouten@prep the@pron2%obj for@conj god@n1#propn of@prep his@pron1%gen godnesse@n2,
"Foryiveth noon, but it like unto thee.","Foryiveth° noon,° but° it like unto° thee.",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 139,,10,10,Foryiveth noon but it like unto thee,Foryiveth noon but it like unto thee,uSux S u S ux Su S,uSux S u S ux Su S,foryeven@v%pr_3 non@pron but@conj hit@pron liken@v1%pr_3 unto@prep the@pron2%obj,foryeven@v%pr_3 non@pron but@conj hit@pron liken@v1%pr_3 unto@prep the@pron2%obj,
He hath thee maked vicaire and maistresse,He hath thee maked vicaire° and maistresse°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 140,,10,10,He hath thee maked vicaire and maistresse,He hath thee maked vicaire and maistresse,u S u Su Sux S uSx,u S u Su Sux S uSx,he@pron1%nom haven@v%pr_3 the@pron2%obj maken@v1%ppl vicar@n and@conj maistresse@n,he@pron1%nom haven@v%pr_3 the@pron2%obj maken@v1%ppl vicar@n and@conj maistresse@n,
"Of al this world, and eek governouresse","Of al the world, and eek governowresse°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 141,DIFF,10,10,Of al this world and eek governouresse,Of al the world and eek governowresse,u S u S u S uSuSx,u S u S u S uSuSx,of@prep al@gram_adj this@gram_adj world@n and@conj ek@adv governeresse@n,of@prep al@gram_adj the@def_art world@n and@conj ek@adv governeresse@n,green
"Of hevene, and he represseth his justise","Of hevene, and he represseth° his justise",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 142,,10,10,Of hevene and he represseth his justise,Of hevene and he represseth his justise,u Sux S u Sux S uSx,u Sux S u Sux S uSx,of@prep heven@n and@conj he@pron1%nom repressen@v%pr_3 his@pron1%gen justice@n,of@prep heven@n and@conj he@pron1%nom repressen@v%pr_3 his@pron1%gen justice@n,
After thi wil; and therfore in witnesse,"After thy wille, and therefore in witnesse°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 143,,10,10,After thi wil and therfore in witnesse,After thy wille and therefore in witnesse,uS u S u Sux S uSx,uS u Sx u xSux S uSx,after@prep thin@pron%gen wille@n and@conj ther-fore@adv in@prep witnesse@n,after@prep thin@pron%gen wille@n and@conj ther-fore@adv in@prep witnesse@n,
He hath thee corowned in so rial wise.,He hath thee crouned in so ryal° wise.,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 144,,10,10,He hath thee corowned in so rial wise,He hath thee crouned in so ryal wise,u S u Sux S u Su Sx,u S u Su S u Su Sx,he@pron1%nom haven@v%pr_3 the@pron2%obj corounen@v1%ppl in@prep so@adv real@adj1 wise@n2,he@pron1%nom haven@v%pr_3 the@pron2%obj corounen@v1%ppl in@prep so@adv real@adj1 wise@n2,
"Temple devout, ther God hath his woninge","Temple devout, ther° God hath his woninge.°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 145,,0,0,Temple devout ther God hath his woninge,Temple devout ther God hath his woninge,"      ",Su uS u S u S uS,temple@n1 devout@adj ther@adv god@n1#propn haven@v%pr_3 his@pron1%gen woninge@ger1,temple@n1 devout@adj ther@adv god@n1#propn haven@v%pr_3 his@pron1%gen woninge@ger1,
Fro which these misbileeved deprived been,Fro which thes misbileved° prived° been,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 146,DIFF,10,10,Fro which these misbileeved deprived been,Fro which thes misbileved prived been,u S ux SuSu Sux S,u S u SuSu Su S,from@prep which@pron these@gram_adj%pl misbileven@v#adj%ppl_n depriven@v%ppl ben@v%pr_pl,from@prep which@pron these@gram_adj%pl misbileven@v#adj%ppl_n priven@v%ppl ben@v%pr_pl,green
To you my soule penitent I bringe.,To you my soule penitent I bringe.,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 147,,10,10,To you my soule penitent I bringe,To you my soule penitent I bringe,u S u Su SuS u Sx,u S u Su SuS u Sx,to@prep you@pron%pl_obj min@pron%gen soule@n penitente@adj ich@pron%nom bringen@v%pr_1,to@prep you@pron%pl_obj min@pron%gen soule@n penitente@adj ich@pron%nom bringen@v%pr_1,
Receyve me -- I can no ferther fleen.,Receive me! I can no ferther fleen!°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 148,,10,10,Receyve me I can no ferther fleen,Receive me I can no ferther fleen,uSu S u S u Su S,uSu S u S u Su S,receiven@v%imp me@pron2%obj --@dash ich@pron%nom connen@v%pr_1 no@adv ferther@adv%comp flen@v1%inf,receiven@v%imp me@pron2%obj --@dash ich@pron%nom connen@v%pr_1 no@adv ferther@adv%comp flen@v1%inf,
"With thornes venymous, O hevene queen","With thornes venimous,° O heven queen",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 149,,10,10,With thornes venymous O hevene queen,With thornes venimous O heven queen,u Su SuS u Sux S,u Su SuS u Su S,with@prep thorn@n%pl venimous@adj o@interj heven@n#adj quene@n2,with@prep thorn@n%pl venimous@adj o@interj heven@n#adj quene@n2,
For which the eerthe acursed was ful yore,For° which the erthe acursed was ful yore,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 150,,10,10,For which the eerthe acursed was ful yore,For which the erthe acursed was ful yore,u S u Sx uSu S u Sx,u S u Sx uSu S u Sx,for@prep which@pron the@def_art erthe@n1 acursen@v%ppl ben@v%pt_3 ful@adv yor@adv,for@prep which@pron the@def_art erthe@n1 acursen@v%ppl ben@v%pt_3 ful@adv yor@adv,
"I am so wounded, as ye may wel seen","I am so wounded, as ye may wel seen,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 151,,10,10,I am so wounded as ye may wel seen,I am so wounded as ye may wel seen,u S u Su S u S u S,u S u Su S u S u S,ich@pron%nom ben@v%pr_1 so@adv wounden@v%ppl as@conj ye@pron%pl_nom mouen@v3%pr_pl wel@adv sen@v1%inf,ich@pron%nom ben@v%pr_1 so@adv wounden@v%ppl as@conj ye@pron%pl_nom mouen@v3%pr_pl wel@adv sen@v1%inf,
"That I am lost almost, it smert so sore.",That I am lost° almost;—it smert° so sore.°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 152,DIFF,10,10,That I am lost almost it smert so sore,That I am lost almost it smert so sore,u S u S uS u S u Sx,u S u S uS u S u Sx,that@conj ich@pron%nom ben@v%pr_1 losen@v2%ppl al-most@adv hit@pron smerten@v%pr_3 so@adv sore@adv,that@conj ich@pron%nom ben@v%pr_1 losen@v2%ppl al-most@adv hit@pron smerten@v%pr_3 so@adv sore@adv,green
"Virgine, that art so noble of apparaile","Virgin, that art so noble of apparaile,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 153,,0,0,Virgine that art so noble of apparaile,Virgin that art so noble of apparaile,"      ",uS u S u Su u SuS,virgin@n that@pron ben@v%pr_2 so@adv noble@adj of@prep appareil@n,virgin@n that@pron ben@v%pr_2 so@adv noble@adj of@prep appareil@n,green
And ledest us into the hye tour,And ledest us into the hye toure,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 154,,9,9,And ledest us into the hye tour,And ledest us into the hye toure,S uS u Su S u S,S uS u Su S u Sx,and@conj leden@v1%pr_2 us@pron%pl_obj in-to@prep the@def_art heigh@adj tour@n1,and@conj leden@v1%pr_2 us@pron%pl_obj in-to@prep the@def_art heigh@adj tour@n1,
"Of Paradys, thou me wisse and counsaile","Of Paradis, thou me wisse° and counsaile,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 155,,10,10,Of Paradys thou me wisse and counsaile,Of Paradis thou me wisse and counsaile,u SuS u x Su S uSx,u SuS u x Su S uSx,of@prep paradise@n thou@pron%nom me@pron2%obj wissen@v%pr_2 and@conj counseilen@v%pr_2,of@prep paradise@n thou@pron%nom me@pron2%obj wissen@v%pr_2 and@conj counseilen@v%pr_2,
How I may have thi grace and thi socour,How I may han thy grace and thy socour;°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 156,,10,10,How I may have thi grace and thi socour,How I may han thy grace and thy socour,u S u Sx u Sx u S uS,u S u S u Sx u S uS,hou@adv&conj ich@pron%nom mouen@v3%pr_1 haven@v%inf thin@pron%gen grace@n and@conj thin@pron%gen socour@n,hou@adv&conj ich@pron%nom mouen@v3%pr_1 haven@v%inf thin@pron%gen grace@n and@conj thin@pron%gen socour@n,
All have I ben in filthe and in errour.,Al have I been in filthe and in errour.,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 157,,10,10,All have I ben in filthe and in errour,Al have I been in filthe and in errour,u Sx u S u Sx u S uS,u Sx u S u Sx u S uS,al@conj haven@v%pr_1 ich@pron%nom ben@v%ppl in@prep filth@n and@conj in@prep errour@n1,al@conj haven@v%pr_1 ich@pron%nom ben@v%ppl in@prep filth@n and@conj in@prep errour@n1,
"Ladi, unto that court thou me ajourne","Lady, unto that court thou me ajourne°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 158,,10,10,Ladi unto that court thou me ajourne,Lady unto that court thou me ajourne,uS uS u S u S uSx,uS uS u S u S uSx,ladie@n unto@prep that@art&gram_adj court@n1 thou@pron%nom me@pron2%obj ajournen@v%pr_2,ladie@n unto@prep that@art&gram_adj court@n1 thou@pron%nom me@pron2%obj ajournen@v%pr_2,
"That cleped is thi bench, O freshe flour","That cleped° is thy bench,° O fresshe flour!",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 159,,10,10,That cleped is thi bench O freshe flour,That cleped is thy bench O fresshe flour,u Su S u S u Su S,u Su S u S u Su S,that@pron clepen@v%ppl ben@v%pr_3 thin@pron%gen benche@n o@interj fresh@adj flour@n1,that@pron clepen@v%ppl ben@v%pr_3 thin@pron%gen benche@n o@interj fresh@adj flour@n1,
Ther as that merci evere shal sojourne.,Theras that° mercy ever shal sojourne.°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 160,DIFF,10,10,Ther as that merci evere shal sojourne,Theras that mercy ever shal sojourne,u S u Su Sux S uSx,uS u Su Su S uSx,ther@adv as@conj that@part merci@n1 ever@adv shulen@v1%pr_3 sojournen@v%inf,ther-as@adv that@part merci@n1 ever@adv shulen@v1%pr_3 sojournen@v%inf,green
"Xristus, thi sone, that in this world alighte","Xristus,° thy son, that in° this world alighte,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 161,,10,10,Xristus thi sone that in this world alighte,Xristus thy son that in this world alighte,uS u Sx u S u S uSx,uS u S u S u S uSx,crist@n#propn thin@pron%gen sone@n that@pron in@prep this@gram_adj world@n alighten@v1%pt_3,crist@n#propn thin@pron%gen sone@n that@pron in@prep this@gram_adj world@n alighten@v1%pt_3,
Upon the cros to suffre his passioun,"Upon the cros to suffre his passioun,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 162,,10,10,Upon the cros to suffre his passioun,Upon the cros to suffre his passioun,uS u S u Sx u SuS,uS u S u Sx u SuS,upon@prep the@def_art cros@n to@part sufferen@v%inf his@pron1%gen passioun@n,upon@prep the@def_art cros@n to@part sufferen@v%inf his@pron1%gen passioun@n,
And eek that Longius his herte pighte,"And suffrede eke° that Longius° his herte pighte,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 163,DIFF,10,10,And eek that Longius his herte pighte,And suffrede eke that Longius his herte pighte,u S u SuS u Su Sx,u Suux S u SuS u Su Sx,and@conj ek@adv that@pron longius@n#propn his@pron1%gen herte@n picchen@v%pt_3,and@conj suffren@v%ppl ek@adv that@pron longius@n#propn his@pron1%gen herte@n picchen@v%pt_3,green
And made his herte blood to renne adoun,And made his herte blood to renne° adoun;,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 164,,10,10,And made his herte blood to renne adoun,And made his herte blood to renne adoun,u Sx u Su S u Sx uS,u Sx u Su S u Sx uS,and@conj maken@v1%pt_3 his@pron1%gen herte@n#adj blod@n1 to@part rennen@v1%inf adoun@adv,and@conj maken@v1%pt_3 his@pron1%gen herte@n#adj blod@n1 to@part rennen@v1%inf adoun@adv,
And al was this for my salvacioun;,And al was this for my salvacioun;,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 165,,10,10,And al was this for my salvacioun,And al was this for my salvacioun,u S u S u S uSuS,u S u S u S uSuS,and@conj al@gram_adj ben@v%pt_3 this@pron for@prep min@pron%gen savacioun@n,and@conj al@gram_adj ben@v%pt_3 this@pron for@prep min@pron%gen savacioun@n,
And I to him am fals and eek unkynde,"And I to him am fals and eek unkinde,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 166,,10,10,And I to him am fals and eek unkynde,And I to him am fals and eek unkinde,u S u S u S u S uSx,u S u S u S u S uSx,and@conj ich@pron%nom to@prep him@pron%obj ben@v%pr_1 fals@adj and@conj ek@adv unkinde@adj,and@conj ich@pron%nom to@prep him@pron%obj ben@v%pr_1 fals@adj and@conj ek@adv unkinde@adj,
And yit he wole not my dampnacioun --,And yit he wol not° my dampnacioun—,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 167,,10,10,And yit he wole not my dampnacioun,And yit he wol not my dampnacioun,u S u Sx u S uSuS,u S u S u S uSuS,and@conj yet@adv he@pron1%nom willen@v%pr_3 not@adv min@pron%gen dampnacioun@n --@dash,and@conj yet@adv he@pron1%nom willen@v%pr_3 not@adv min@pron%gen dampnacioun@n --@dash,
"This thanke I yow, socour of al mankynde!","This thanke I you, socour° of al mankinde.",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 168,,10,10,This thanke I yow socour of al mankynde,This thanke I you socour of al mankinde,u Sx u S uS u S uSx,u Sx u S uS u S uSx,this@pron thanken@v%pr_1 ich@pron%nom you@pron%pl_obj socour@n of@prep al@gram_adj man-kinde@n,this@pron thanken@v%pr_1 ich@pron%nom you@pron%pl_obj socour@n of@prep al@gram_adj man-kinde@n,
"Ysaac was figure of his deth, certeyn","Ysaac was figure° of his deth, certein",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 169,,10,10,Ysaac was figure of his deth certeyn,Ysaac was figure of his deth certein,uS u Sux S u S uS,uS u Sux S u S uS,isaac@n#propn ben@v%pt_3 figure@n of@prep his@pron1%gen deth@n certain@adv,isaac@n#propn ben@v%pt_3 figure@n of@prep his@pron1%gen deth@n certain@adv,
That so fer forth his fader wolde obeye,That° so ferforth° his fader wolde obeie,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 170,DIFF,0,10,That so fer forth his fader wolde obeye,That so ferforth his fader wolde obeie,"       ",u S uS u Su Sx uS,that@pron so@adv fer@adv forth@adv his@pron1%gen fader@n willen@v%pt_3 obeien@v%inf,that@pron so@adv fer-forth@adv his@pron1%gen fader@n willen@v%pt_3 obeien@v%inf,green
That him ne roughte nothing to be slayn;,That him ne rouhte nothing° to be slain;,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 171,DIFF,10,10,That him ne roughte nothing to be slayn,That him ne rouhte nothing to be slain,u S u Su Su S u S,u S u Su Su S u S,that@conj him@pron%obj ne@adv recchen@v2%pt_3 no-thing@adv to@part ben@v%inf slen@v%ppl,that@conj him@pron%obj ne@adv recchen@v2%pt_3 no-thing@adv to@part ben@v%inf slen@v%ppl,green
Right soo thi Sone list as a lamb to deye.,"Riht so thy son liste°, as a lamb, to deie.",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 172,DIFF,10,10,Right soo thi Sone list as a lamb to deye,Riht so thy son liste as a lamb to deie,u S u Sx u S u S u S,u S u S ux S u S u S,righte@adv so@adv thin@pron%gen sone@n listen@v1%pt_3 as@conj a@indef_art lomb@n to@part dien@v%inf,righte@adv so@adv thin@pron%gen sone@n listen@v1%pt_3 as@conj a@indef_art lomb@n to@part dien@v%inf,green
"Now, ladi ful of merci, I yow preye","Now lady, ful of mercy, I you preye",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 173,,10,10,Now ladi ful of merci I yow preye,Now lady ful of mercy I you preye,u Su S u Su S u S,u Su S u Su S u S,nou@adv ladie@n ful@adj of@prep merci@n1 ich@pron%nom you@pron%pl_obj preien@v1%pr_1,nou@adv ladie@n ful@adj of@prep merci@n1 ich@pron%nom you@pron%pl_obj preien@v1%pr_1,
