FILENAME,LINE_NUMBER,OG_TEXT,TEXT,NUM_SYBS,SCANSION,TAGGING
gow/05/160-gow.cat,160-gow7032,"And riht so, forto telle soth,",And riht so forto telle soth,8,u S u Su Su S,and@conj righte@adv so@adv forto@part tellen@v%inf soth@n
gow/05/160-gow.cat,160-gow7033,"In loves cause if I schal trete,",In loves cause if I schal trete,8,u Su Sx u S u Sx,in@prep love@n1%gen cause@n if@conj ich@pron%nom shulen@v1%pr_1 treten@v%inf
gow/05/160-gow.cat,160-gow7034,Ther ben of suche smale and grete:,Ther ben of suche smale and grete,8,u S u Su Sx u Sx,ther@adv ben@v%pr_pl of@prep swich@gram_adj smal@adj#n and@conj gret@n
gow/05/160-gow.cat,160-gow7035,"If thei no leisir fynden elles,",If thei no leisir fynden elles,8,u S u Su Su Sx,if@conj thei@pron%pl_nom no@gram_adj leiser@n finden@v%pr_pl elles@adj
gow/05/160-gow.cat,160-gow7036,"Thei wol noght wonden for the belles,",Thei wol noght wonden for the belles,8,u S u Su S u Sx,thei@pron%pl_nom willen@v%pr_pl nought@adv wonden@v%inf for@prep the@def_art belle@n1%pl
gow/05/160-gow.cat,160-gow7037,Ne thogh thei sen the Prest at masse;,Ne thogh thei sen the Prest at masse,8,u S u S u S u Sx,ne@conj1 though@conj thei@pron%pl_nom sen@v1%pr_pl the@def_art prest@n3 at@prep messe@n1
gow/05/160-gow.cat,160-gow7038,That wol thei leten overpasse.,That wol thei leten overpasse,8,u S u Su SuSx,that@pron willen@v%pr_pl thei@pron%pl_nom leten@v%inf overpassen@v%inf
gow/05/160-gow.cat,160-gow7039,"If that thei finde here love there,",If that thei finde here love there,8,u S u Sx ux Su Sx,if@conj that@part thei@pron%pl_nom finden@v%pr_pl here@pron%pl_gen love@n1 ther@adv
gow/05/160-gow.cat,160-gow7040,"Thei stonde and tellen in hire Ere,",Thei stonde and tellen in hire Ere,8,u Sx u Su S ux Sx,thei@pron%pl_nom stonden@v1%pr_pl and@conj tellen@v%pr_pl in@prep hire@pron1%fem_gen ere@n1
gow/05/160-gow.cat,160-gow7041,"And axe of god non other grace,",And axe of god non other grace,8,u Sx u S u Su Sx,and@conj asken@v%pr_pl of@prep god@n1 non@gram_adj other@gram_adj grace@n
gow/05/160-gow.cat,160-gow7042,Whyl thei ben in that holi place;,Whyl thei ben in that holi place,8,u S u S u Su Sx,whil@conj thei@pron%pl_nom ben@v%pr_pl in@prep that@art&gram_adj holi@adj2 place@n
gow/05/160-gow.cat,160-gow7043,Bot er thei gon som avantage,Bot er thei gon som avantage,8,u S u S u SuSx,but@conj er@conj1 thei@pron%pl_nom gon@v%pr_pl som@gram_adj avauntage@n
gow/05/160-gow.cat,160-gow7044,"Ther wol thei have, and som pilage",Ther wol thei have and som pilage,8,u S u Sx u S uSx,ther@adv willen@v%pr_pl thei@pron%pl_nom haven@v%pr_pl and@conj som@gram_adj pilage@n
gow/05/160-gow.cat,160-gow7045,"Of goodli word or of beheste,",Of goodli word or of beheste,8,u Su S u S uSx,of@prep godli@adj2 word@n or@conj of@prep biheste@n
gow/05/160-gow.cat,160-gow7046,Or elles thei take ate leste,Or elles thei take ate leste,8,u Su S ux Su Sx,or@conj elles@adv thei@pron%pl_nom taken@v%pr_pl atte@prep leste@adj1#n
gow/05/160-gow.cat,160-gow7047,"Out of hir hand or ring or glove,",Out of hir hand or ring or glove,8,u S u S u S u Sx,oute@adv of@prep hire@pron1%fem_gen honde@n or@conj ring@n or@conj glove@n
gow/05/160-gow.cat,160-gow7048,"So nyh the weder thei wol love,",So nyh the weder thei wol love,8,u S u Su S u Sx,so@adv neigh@prep the@def_art weder@n1 thei@pron%pl_nom willen@v%pr_pl loven@v1%inf
gow/05/160-gow.cat,160-gow7049,"As who seith sche schal noght foryete,",As who seith sche schal noght foryete,8,u S u S u S uSx,as@conj who@pron%nom seien@v1%pr_3 she@pron%nom shulen@v1%pr_3 nought@adv foryeten@v%inf
gow/05/160-gow.cat,160-gow7050,Nou I this tokne of hire have gete:,Nou I this tokne of hire have gete,8,u S u Sx u Sx ux Sx,nou@adv ich@pron%nom this@gram_adj tokene@n of@prep hire@pron2%fem_obj haven@v%pr_1 geten@v1%ppl
gow/05/160-gow.cat,160-gow7051,Thus halwe thei the hihe feste.,Thus halwe thei the hihe feste,8,u Su S u Su Sx,thus@adv halwen@v%pr_pl thei@pron%pl_nom the@def_art heigh@adj feste@n
gow/05/160-gow.cat,160-gow7052,"Such thefte mai no cherche areste,",Such thefte mai no cherche areste,8,u Su S u Sx uSx,swich@gram_adj thefte@n mouen@v3%pr_3 no@gram_adj chirche@n aresten@v%inf
gow/05/160-gow.cat,160-gow7053,"For al is leveful that hem liketh,",For al is leveful that hem liketh,0,      ,for@conj al@gram_adjas_n ben@v%pr_3 lefful@adj2 that@pron hem@pron%pl_obj liken@v1%pr_3
gow/05/160-gow.cat,160-gow7054,To whom that elles it misliketh.,To whom that elles it misliketh,8,u S u Su S uSx,to@prep whom@pron%obj that@pron elles@adv hit@pron misliken@v1%pr_3
gow/05/160-gow.cat,160-gow7055,And ek riht in the selve kinde,And ek riht in the selve kinde,8,u S u S u Su Sx,and@conj ek@adv righte@adv in@prep the@def_art self@adj kinde@n
gow/05/160-gow.cat,160-gow7056,In grete Cites men mai finde,In grete Cites men mai finde,8,u Su Su S u Sx,in@prep gret@adj cite@n%pl man@n%pl mouen@v3%pr_pl finden@v%inf
gow/05/160-gow.cat,160-gow7057,"This lusti folk, that make it gay,",This lusti folk that make it gay,8,u Su S u Sx u S,this@gram_adj lusti@adj folk@n that@pron maken@v1%pr_pl hit@pron gai@adj
gow/05/160-gow.cat,160-gow7058,And waite upon the haliday:,And waite upon the haliday,8,u Sx uS u SuS,and@conj waiten@v%pr_pl upon@prep the@def_art hali-dai@n
gow/05/160-gow.cat,160-gow7059,In cherches and in Menstres eke,In cherches and in Menstres eke,8,u Su S u Su Sx,in@prep chirche@n%pl and@conj in@prep minster@n%pl ek@adv
gow/05/160-gow.cat,160-gow7060,"Thei gon the wommen forto seke,",Thei gon the wommen forto seke,8,u S u Su Su Sx,thei@pron%pl_nom gon@v%pr_pl the@def_art womman@n%pl forto@part sechen@v%inf
gow/05/160-gow.cat,160-gow7061,"And wher that such on goth aboute,",And wher that such on goth aboute,8,u S u S u S uSx,and@conj wher@adv&conj that@part swich@gram_adj on@pron gon@v%pr_3 abouten@adv
gow/05/160-gow.cat,160-gow7062,"Tofore the faireste of the route,",Tofore the faireste of the route,8,uSx u Sux S u Sx,toforen@prep the@def_art fair@adj#n of@prep the@def_art route@n1
gow/05/160-gow.cat,160-gow7063,"Wher as thei sitten alle arewe,",Wher as thei sitten alle arewe,8,u S u Su Sx uSx,wher@adv&conj as@conj thei@pron%pl_nom sitten@v%pr_pl al@gram_adj aroue@adv
gow/05/160-gow.cat,160-gow7064,"Ther wol he most his bodi schewe,",Ther wol he most his bodi schewe,8,u S u S u Su Sx,ther@adv willen@v%pr_3 he@pron1%nom most@adv his@pron1%gen bodi@n sheuen@v1%inf
gow/05/160-gow.cat,160-gow7065,His croket kembd and theron set,His croket kembd and theron set,8,u Su S u Su S,his@pron1%gen croket@n kemben@v%pt_3 and@conj ther-on@adv setten@v%pr_3
gow/05/160-gow.cat,160-gow7066,"A Nouche with a chapelet,",A Nouche with a chapelet,8,u Su S u SuS,a@indef_art nouche@n with@prep a@indef_art chapelet@n
gow/05/160-gow.cat,160-gow7067,"Or elles on of grene leves,",Or elles on of grene leves,8,u Su S u Sx uS,or@conj elles@adv on@pron of@prep grene@adj lef@n1%pl
gow/05/160-gow.cat,160-gow7068,"Which late com out of the greves,",Which late com out of the greves,8,u Sx u S u S uS,which@pron late@adv comen@v%pt_3 oute@adv of@prep the@def_art greve@n1%pl
gow/05/160-gow.cat,160-gow7069,Al for he scholde seme freissh.,Al for he scholde seme freissh,8,u S u Su Su S,al@adv for@conj he@pron1%nom shulen@v1%pt_3 semen@v2%inf fresh@adj
gow/05/160-gow.cat,160-gow7070,"And thus he loketh on the fleissh,",And thus he loketh on the fleissh,8,u S u Su S u S,and@conj thus@adv he@pron1%nom loken@v2%pr_3 on@prep the@def_art flesh@n
gow/05/160-gow.cat,160-gow7071,Riht as an hauk which hath a sihte,Riht as an hauk which hath a sihte,8,u S u S u S u Sx,righte@adv as@conj a@indef_art hauk@n1 which@pron haven@v%pr_3 a@indef_art sighte@n
gow/05/160-gow.cat,160-gow7072,"Upon the foul, ther he schal lihte;",Upon the foul ther he schal lihte,8,uS u S u S u Sx,upon@prep the@def_art foul@n ther@adv he@pron1%nom shulen@v1%pr_3 lighten@v2%inf
gow/05/160-gow.cat,160-gow7073,"And as he were of faierie,",And as he were of faierie,8,u S u Sx u SuS,and@conj as@conj he@pron1%nom ben@v%pt_3 of@prep fairie@n
gow/05/160-gow.cat,160-gow7074,He scheweth him tofore here yhe,He scheweth him tofore here yhe,8,u Su S uSx ux Sx,he@pron1%nom sheuen@v1%pr_3 him@pron%obj toforen@prep here@pron%pl_gen eie@n1
gow/05/160-gow.cat,160-gow7075,"In holi place wher thei sitte,",In holi place wher thei sitte,8,u Su Su S u Sx,in@prep holi@adj2 place@n wher@adv&conj thei@pron%pl_nom sitten@v%pr_pl
gow/05/160-gow.cat,160-gow7076,Al forto make here hertes flitte.,Al forto make here hertes flitte,8,u Su Sx ux Su Sx,al@adv forto@part maken@v1%inf here@pron%pl_gen herte@n%pl flitten@v%inf
