FILENAME,LINE_NUMBER,OG_TEXT,TEXT,NUM_SYBS,SCANSION,TAGGING
gow/03/58-gow.cat,58-gow768,"Mi Sone, be thou war ther by,",Mi Sone be thou war ther by,8,u Su S u S u S,min@pron sone@n ben@v%pr_2 thou@pron%nom ware@adj ther@adv bi@adv
gow/03/58-gow.cat,58-gow769,And hold thi tunge stille clos:,And hold thi tunge stille clos,8,u S u Su Su S,and@conj holden@v1%imp thin@pron%gen tonge@n2 stille@adv closen@v#adj%ppl
gow/03/58-gow.cat,58-gow770,For who that hath his word desclos,For who that hath his word desclos,8,u S u S u S uS,for@conj who@pron%nom that@pron haven@v%pr_3 his@pron1%gen word@n disclosen@v%ppl
gow/03/58-gow.cat,58-gow771,"Er that he wite what he mene,",Er that he wite what he mene,8,u S u Su S u Sx,er@conj1 that@part he@pron1%nom witen@v1%pr_3 what@pron he@pron1%nom menen@v1%pr_3
gow/03/58-gow.cat,58-gow772,He is fulofte nyh his tene,He is fulofte nyh his tene,8,u S uSu S u Sx,he@pron1%nom ben@v%pr_3 ful-ofte@adv neigh@prep his@pron1%gen tene@n2
gow/03/58-gow.cat,58-gow773,"And lest ful many time grace,",And lest ful many time grace,8,u S u Su Su Sx,and@conj lesen@v4%pt_3 ful@adv mani@gram_adj time@n grace@n
gow/03/58-gow.cat,58-gow774,Wher that he wolde his thonk pourchace.,Wher that he wolde his thonk pourchace,8,u S u Sx u S uSx,wher@adv&conj that@part he@pron1%nom willen@v%pt_3 his@pron1%gen thank@n purchasen@v%inf
gow/03/58-gow.cat,58-gow775,"And over this, my Sone diere,",And over this my Sone diere,8,u Su S u Sx uSx,and@conj over@prep this@pron min@pron sone@n dere@adj1
gow/03/58-gow.cat,58-gow776,"Of othre men, if thou miht hiere",Of othre men if thou miht hiere,8,u Sx u S u S uSx,of@prep other@gram_adj man@n%pl if@conj thou@pron%nom mouen@v3%pt_2 heren@v%inf
gow/03/58-gow.cat,58-gow777,"In privete what thei have wroght,",In privete what thei have wroght,8,u Sux S u Su S,in@prep privete@n what@pron thei@pron%pl_nom haven@v%pr_pl werken@v%ppl
gow/03/58-gow.cat,58-gow778,"Hold conseil and descoevere it noght,",Hold conseil and descoevere it noght,0,     ,holden@v1%imp counseil@n and@conj discoveren@v%imp hit@pron nought@adv
gow/03/58-gow.cat,58-gow779,"For Cheste can no conseil hele,",For Cheste can no conseil hele,8,u Su S u Su Sx,for@conj chest@n connen@v%pr_3 no@gram_adj counseil@n helen@v2%inf
gow/03/58-gow.cat,58-gow780,Or be it wo or be it wele:,Or be it wo or be it wele,8,u S u S u S u Sx,or@conj ben@v%pr_3 hit@pron wo@n or@conj ben@v%pr_3 hit@pron wele@n1
gow/03/58-gow.cat,58-gow781,"And tak a tale into thi mynde,",And tak a tale into thi mynde,8,u S u Sx uS u Sx,and@conj taken@v%imp a@indef_art tale@n in-to@prep thin@pron%gen minde@n1
gow/03/58-gow.cat,58-gow782,The which of olde ensample I finde.,The which of olde ensample I finde,8,u S u Sx uSx u Sx,the@def_art which@pron of@prep olde@adj ensaumple@n ich@pron%nom finden@v%pr_1
