FILENAME,LINE_NUMBER,OG_TEXT,TEXT,NUM_SYBS,SCANSION,TAGGING
gow/05/146-gow.cat,146-gow4937,"To speke of an unkinde man,",To speke of an unkinde man,8,u Sx u S uSu S,to@part speken@v%inf of@prep a@indef_art unkinde@adj man@n
gow/05/146-gow.cat,146-gow4938,"I finde hou whilom Adrian,",I finde hou whilom Adrian,8,u Sx u Su SuS,ich@pron%nom finden@v%pr_1 hou@adv&conj whilom@adv adrian@n2#propn
gow/05/146-gow.cat,146-gow4939,"Of Rome which a gret lord was,",Of Rome which a gret lord was,8,u Su S u S u S,of@prep rome@n#propn which@pron a@indef_art gret@adj lord@n ben@v%pt_3
gow/05/146-gow.cat,146-gow4940,Upon a day as he per cas,Upon a day as he per cas,8,uS u S u S u S,upon@prep a@indef_art dai@n as@conj he@pron1%nom par@prep cas@n
gow/05/146-gow.cat,146-gow4941,"To wode in his huntinge wente,",To wode in his huntinge wente,8,u Sx u S uSu Sx,to@prep wode@n in@prep his@pron1%gen huntinge@ger wenden@v%pt_3
gow/05/146-gow.cat,146-gow4942,"It hapneth at a soudein wente,",It hapneth at a soudein wente,8,u Su S u Su Sx,hit@pron happenen@v%pr_3 at@prep a@indef_art sodein@adj went@n
gow/05/146-gow.cat,146-gow4943,"After his chace as he poursuieth,",After his chace as he poursuieth,8,ux S ux S u SuS,after@prep his@pron1%gen chace@n as@conj he@pron1%nom purseuen@v%pr_3
gow/05/146-gow.cat,146-gow4944,"Thurgh happ, the which noman eschuieth,",Thurgh happ the which noman eschuieth,0,     ,thurgh@prep hap@n the@def_art which@pron no-man@n escheuen@v%pr_3
gow/05/146-gow.cat,146-gow4945,"He fell unwar into a pet,",He fell unwar into a pet,8,u S uS uS u S,he@pron1%nom fallen@v%pt_3 unwar@adj in-to@prep a@indef_art pit@n
gow/05/146-gow.cat,146-gow4946,Wher that it mihte noght be let.,Wher that it mihte noght be let,8,u S u Su S u S,wher@adv&conj that@part hit@pron mouen@v3%pt_3 nought@adv ben@v%inf letten@v%ppl
gow/05/146-gow.cat,146-gow4947,"The pet was dep and he fell lowe,",The pet was dep and he fell lowe,8,u S u S u S u Sx,the@def_art pit@n ben@v%pt_3 dep@adj and@conj he@pron1%nom fallen@v%pt_3 loue@adv
gow/05/146-gow.cat,146-gow4948,That of his men non myhte knowe,That of his men non myhte knowe,8,u S u S u Su Sx,that@conj of@prep his@pron1%gen man@n%pl non@pron mouen@v3%pt_3 knouen@v%inf
gow/05/146-gow.cat,146-gow4949,"Wher he becam, for non was nyh,",Wher he becam for non was nyh,8,u S uS u S u S,wher@adv&conj he@pron1%nom bicomen@v%pt_3 for@conj non@pron ben@v%pt_3 neigh@adj
gow/05/146-gow.cat,146-gow4950,Which of his fall the meschief syh.,Which of his fall the meschief syh,8,u S u S u Su S,which@pron of@prep his@pron1%gen fal@n the@def_art mischef@n sen@v1%pt_3
gow/05/146-gow.cat,146-gow4951,And thus al one ther he lay,And thus al one ther he lay,8,u S u Su S u S,and@conj thus@adv al@adv on@num_adj ther@adv he@pron1%nom lien@v1%pt_3
gow/05/146-gow.cat,146-gow4952,Clepende and criende al the day,Clepende and criende al the day,8,uSx u Sux S u S,clepen@v%prp and@conj crien@v%prp al@gram_adj the@def_art dai@n
gow/05/146-gow.cat,146-gow4953,"For socour and deliverance,",For socour and deliverance,8,u Su S uSuSx,for@prep socour@n and@conj deliveraunce@n
gow/05/146-gow.cat,146-gow4954,"Til ayein Eve it fell per chance,",Til ayein Eve it fell per chance,8,u Su Sx u S u Sx,til@conj ayen@prep even@n hit@pron fallen@v%pt_3 par@prep chaunce@n
gow/05/146-gow.cat,146-gow4955,"A while er it began to nyhte,",A while er it began to nyhte,8,u Sx u S uS u Sx,a@indef_art whil@n er@conj1 hit@pron biginnen@v%pt_3 to@part nighten@v%inf
gow/05/146-gow.cat,146-gow4956,"A povere man, which Bardus hihte,",A povere man which Bardus hihte,8,u Sux S u Su Sx,a@indef_art povre@adj man@n which@pron bardus@n#propn hoten@v1%pt_3
gow/05/146-gow.cat,146-gow4957,"Cam forth walkende with his asse,",Cam forth walkende with his asse,8,u S uSu S u Sx,comen@v%pt_3 forth@adv walken@v1%prp with@prep his@pron1%gen asse@n
gow/05/146-gow.cat,146-gow4958,And hadde gadred him a tasse,And hadde gadred him a tasse,8,u Su Su S u Sx,and@conj haven@v%pt_3 gaderen@v%ppl him@pron%obj a@indef_art tasse@n2
gow/05/146-gow.cat,146-gow4959,Of grene stickes and of dreie,Of grene stickes and of dreie,8,u Su Su S u S,of@prep grene@adj stikke@n%pl and@conj of@prep drie@adj1
gow/05/146-gow.cat,146-gow4960,"To selle, who that wolde hem beie,",To selle who that wolde hem beie,8,u Su S u Sx u S,to@part sellen@v%inf who@pron%nom that@pron willen@v%pt_3 hem@pron%pl_obj bien@v%inf
gow/05/146-gow.cat,146-gow4961,"As he which hadde no liflode,",As he which hadde no liflode,8,u S u Su S uSx,as@conj he@pron1%nom which@pron haven@v%pt_3 no@gram_adj lif-lode@n
gow/05/146-gow.cat,146-gow4962,Bot whanne he myhte such a lode,Bot whanne he myhte such a lode,8,u Sx u Su S u Sx,but@conj whan@adv&conj he@pron1%nom mouen@v3%pt_3 swich@gram_adj a@indef_art lode@n
