"""Ey! Goddes mercy!"" seyde oure Hooste tho,",||,"¶“Ey! Goddes mercy!” seide our Hoste tho,"
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2419,,,10,Ey,Goddes,mercy,seyde,oure,Hooste,tho
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2419,,,10,u,Su,Su,Sx,ux,Su,S
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2419,,,10,ei@interj,god@n1#propn%gen,merci@n1,seien@v1%pt_3,oure@pron%pl_gen,hoste@n2,tho@adv
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2419,,,10,Ey,Goddes,mercy,seide,our,Hoste,tho
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2419,,,10,u,Su,Su,Sx,u,Su,S
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2419,,,10,ei@interj,god@n1#propn%gen,merci@n1,seien@v1%pt_3,oure@pron%pl_gen,hoste@n2,tho@adv

"""Now swich a wyf I pray God kepe me fro!",||,“Now swich a wif I pray God keep° me fro!
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2420,,,10,Now,swich,a,wyf,I,pray,God,kepe,me,fro
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2420,,,10,u,S,u,S,u,S,u,Sx,u,S
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2420,,,10,nou@adv,swich@gram_adj,a@indef_art,wif@n,ich@pron%nom,preien@v1%pr_1,god@n1#propn,kepen@v%inf,me@pron2%obj,from@prep
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2420,,,10,Now,swich,a,wif,I,pray,God,keep,me,fro
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2420,,,10,u,S,u,S,u,S,u,S,u,S
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2420,,,10,nou@adv,swich@gram_adj,a@indef_art,wif@n,ich@pron%nom,preien@v1%pr_1,god@n1#propn,kepen@v%inf,me@pron2%obj,from@prep

"Lo, whiche sleightes and subtilitees",||,"Lo, whiche sleightes° and subtilitees°"
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2421,,,10,Lo,whiche,sleightes,and,subtilitees
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2421,,,10,u,Su,Su,S,uSuS
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2421,,,10,lo@interj,which@gram_adj,sleight@n%pl,and@conj,sotilte@n%pl
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2421,,,10,Lo,whiche,sleightes,and,subtilitees
data/riverside_cats/MerEpi_riv.cat,data/oxford_txts/MerEpi_oxford.txt,data/csvs/MerEpi,04-5-ch 2421,,,10,u,Su,Su,S,uSuS
