"""Squier, com neer, if it youre wille be,",||,"¶“Squier, com neer, if it your wille be,"
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 5,,,10,with@prep,hertelie@adj,wille@n,for@conj,ich@pron%nom,willen@v%pr_1,not@adv,rebellen@v%inf
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 5,,,10,With,hertly,wil,for,I,wol,nat,rebelle
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 5,,,10,u,Su,S,u,S,u,S,uSx
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 5,,,10,with@prep,hertelie@adj,wille@n,for@conj,ich@pron%nom,willen@v%pr_1,not@adv,rebellen@v%inf

Agayn youre lust; a tale wol I telle.,||,Again° your lust;° a tale wol I telle.
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 6,,,10,Agayn,youre,lust,a,tale,wol,I,telle
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 6,,,10,uS,ux,S,u,Su,S,u,Sx
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 6,,,10,ayen@prep,your@pron%pl_gen,lust@n,a@indef_art,tale@n,willen@v%pr_1,ich@pron%nom,tellen@v%inf
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 6,,,10,Again,your,lust,a,tale,wol,I,telle
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 6,,,10,uS,u,S,u,Su,S,u,Sx
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 6,,,10,ayen@prep,your@pron%pl_gen,lust@n,a@indef_art,tale@n,willen@v%pr_1,ich@pron%nom,tellen@v%inf

Have me excused if I speke amys;,||,"Have me° excused if I speke amis,"
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 7,,,10,Have,me,excused,if,I,speke,amys
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 7,,,10,ux,S,uSu,S,u,Sx,uS
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 7,,,10,haven@v%imp,me@pron2%obj,excusen@v%ppl,if@conj,ich@pron%nom,speken@v%pr_1,amis@adv
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 7,,,10,Have,me,excused,if,I,speke,amis
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 7,,,10,ux,S,uSu,S,u,Sx,uS
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 7,,,10,haven@v%imp,me@pron2%obj,excusen@v%ppl,if@conj,ich@pron%nom,speken@v%pr_1,amis@adv

"My wyl is good, and lo, my tale is this.""",||,"My wil is good; and lo, my tale is this.”"
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 8,,,10,My,wyl,is,good,and,lo,my,tale,is,this
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 8,,,10,u,S,u,S,u,S,u,Sx,u,S
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 8,,,10,min@pron%gen,wille@n,ben@v%pr_3,god@adj,and@conj,lo@interj,min@pron%gen,tale@n,ben@v%pr_3,this@pron
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 8,,,10,My,wil,is,good,and,lo,my,tale,is,this
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 8,,,10,u,S,u,S,u,S,u,Sx,u,S
data/riverside_cats/SqPro_riv.cat,data/oxford_txts/SqPro_oxford.txt,data/csvs/SqPro,05-1-ch 8,,,10,min@pron%gen,wille@n,ben@v%pr_3,god@adj,and@conj,lo@interj,min@pron%gen,tale@n,ben@v%pr_3,this@pron

