headword,strong_forms,weak_forms,unclear_forms,strong_count,weak_count,unclear_count,classification
comen,come(36); comen(17); ycomen(4); icomen(1); ycome(3),,com(2),61,0,2,user_strong
drauen,ydrawe(5); drawe(2),,draw(1),7,0,1,user_strong
knouen,knowen(9); knowe(4),,know(1),13,0,1,user_strong
sheren,yshore(1),,shorn(1),1,0,1,user_strong
slen,slawen(1); slawe(6); slaine(1); yslawe(1),,slain(49); yslain(5),9,0,54,user_strong
stelen,stole(3),,stoln(2),3,0,2,user_strong
