infinitive,headword,category,known_strong,ppl_strong_forms,ppl_weak_forms,ppl_unclear_forms,pt_strong_forms,pt_weak_forms,pt_unclear_forms,ppl_strong_count,ppl_weak_count,ppl_unclear_count,pt_strong_count,pt_weak_count,pt_unclear_count,total_occurrences
nemnen,nemnen,weak,False,,,,,nempned(2),,0,0,0,0,2,0,2
nombren,nombren,weak,False,,nombred(1); noumbred(1),,,,,0,2,0,0,0,0,2
norishen,norishen,weak,False,,norissed(1),,,,,0,1,0,0,0,0,1
obeien,obeien,weak,False,,,,,obeyed(6),,0,0,0,0,6,0,6
obligen,obligen,weak,False,,obliged(2),,,,,0,2,0,0,0,0,2
offenden,offenden,weak,False,,offended(2),,,,,0,2,0,0,0,0,2
onen,onen,weak,False,,oned(2),,,,,0,2,0,0,0,0,2
openen,openen,weak,False,,opened(4); opned(2),,,opned(2),,0,6,0,0,2,0,8
oppressen,oppressen,weak,False,,oppressed(6),,,,,0,6,0,0,0,0,6
ordeinen,ordeinen,weak,False,,ordeyned(2); ordeined(1),,,,,0,3,0,0,0,0,3
ouen,ouen,weak,False,,,,,oughte(41); ought(7); aughte(3); oghte(33); owghte(1); oght(1),,0,0,0,0,86,0,86
overloken,overloken,weak,False,,overloked(1),,,,,0,1,0,0,0,0,1
overspreden,overspreden,weak,False,,,,,overspradde(2),,0,0,0,0,2,0,2
paien,paien,weak,False,,payed(4); paid(2); payd(2); ypayed(3); ypaied(1),,,paide(2); payde(3); payed(1),,0,12,0,0,6,0,18
passen,passen,weak,False,,passed(31),,,passed(14),,0,31,0,0,14,0,45
peinen,peinen,weak,False,,,,,peined(4); peyned(4),,0,0,0,0,8,0,8
peinten,peinten,weak,False,,peinted(11); peynted(13),,,peinted(1); peyntede(1); peynted(1),,0,24,0,0,3,0,27
percen,percen,weak,False,,perced(2),,,perced(2); percede(1),,0,2,0,0,3,0,5
perchen,perchen,weak,False,,perched(2),,,,,0,2,0,0,0,0,2
picchen,picchen,weak,False,,,,,pighte(2),,0,0,0,0,2,0,2
piken,piken,weak,False,,ypiked(2),,,,,0,2,0,0,0,0,2
pinchen,pinchen,weak,False,,pinched(1); pynched(1),,,,,0,2,0,0,0,0,2
pipen,pipen,weak,False,,piped(1),,,,,0,1,0,0,0,0,1
pissen,pissen,weak,False,,pissed(2),,,,,0,2,0,0,0,0,2
planen,planen,weak,False,,,,,planed(2),,0,0,0,0,2,0,2
platen,platen,weak,False,,plated(2),,,,,0,2,0,0,0,0,2
plaunten,plaunten,weak,False,,planted(4),,,,,0,4,0,0,0,0,4
pleinen,pleinen,weak,False,,ypleined(1); ypleyned(1),,,pleined(2); pleyned(2),,0,2,0,0,4,0,6
plesen,plesen,weak,False,,plesed(2),,,,,0,2,0,0,0,0,2
plighten,plighten,weak,False,,plight(2),,,plighte(2),,0,2,0,0,2,0,4
pointen,pointen,weak,False,,pointed(1); poynted(1),,,,,0,2,0,0,0,0,2
poken,poken,weak,False,,,,,poked(4),,0,0,0,0,4,0,4
pouren,pouren,weak,False,,poured(2),,,poured(2),,0,2,0,0,2,0,4
prechen,prechen,weak,False,,preched(2),,,,,0,2,0,0,0,0,2
preisen,preisen,weak,False,,preised(1); preysed(2); ypreised(2),,,,,0,5,0,0,0,0,5
pressen,pressen,weak,False,,,,,pressed(2),,0,0,0,0,2,0,2
profren,profren,weak,False,,profred(1),,,profred(5),,0,1,0,0,5,0,6
pronouncen,pronouncen,weak,False,,pronounced(2),,,,,0,2,0,0,0,0,2
proverben,proverben,weak,False,,proverbed(2),,,,,0,2,0,0,0,0,2
publishen,publishen,weak,False,,publiced(4); publisshed(1); publysshed(1),,,,,0,6,0,0,0,0,6
pullen,pullen,weak,False,,ypulled(2),,,pulled(8),,0,2,0,0,8,0,10
punishen,punishen,weak,False,,ypunisshed(1); ypunysshed(1),,,,,0,2,0,0,0,0,2
purchasen,purchasen,weak,False,,,,,purchased(2),,0,0,0,0,2,0,2
purgen,purgen,weak,False,,purged(2),,,,,0,2,0,0,0,0,2
purveien,purveien,weak,False,,purveied(6); purveyed(7); purveyd(1),,,,,0,14,0,0,0,0,14
putten,putten,weak,False,,put(29); yput(5); pit(1),,,putte(31); put(2),,0,35,0,0,33,0,68
quenchen,quenchen,weak,False,,queint(5); queynt(5),,,queinte(1); queynte(1),,0,10,0,0,2,0,12
quiken,quiken,weak,False,,quyked(1),,,quiked(1); quyked(1),,0,1,0,0,2,0,3
quiten,quiten,weak,False,,quit(4); quyt(2),,,quitte(2),,0,6,0,0,2,0,8
raten,raten,weak,False,,rated(2),,,,,0,2,0,0,0,0,2
ravishen,ravishen,weak,False,,ravisshed(3); ravysshed(3),,,ravisshed(1); ravysshed(1),,0,6,0,0,2,0,8
receiven,receiven,weak,False,,received(5); receyved(3),,,received(1); receyved(1),,0,8,0,0,2,0,10
rechasen,rechasen,weak,False,,rechased(2),,,,,0,2,0,0,0,0,2
recoveren,recoveren,weak,False,,recovered(9),,,,,0,9,0,0,0,0,9
refreshen,refreshen,weak,False,,refresshed(4),,,refresshed(1),,0,4,0,0,1,0,5
regnen,regnen,weak,False,,,,,regned(1),,0,0,0,0,1,0,1
reisen,reisen,weak,False,,reised(2); reysed(2),,,,,0,4,0,0,0,0,4
rejoisen,rejoisen,weak,False,,,,,rejoised(1); rejoysed(1),,0,0,0,0,2,0,2
rekenen,rekenen,weak,False,,yrekened(3),,,rekned(1),,0,3,0,0,1,0,4
relesen,relesen,weak,False,,,,,relessed(2),,0,0,0,0,2,0,2
releven,releven,weak,False,,releved(1); releeved(1),,,,,0,2,0,0,0,0,2
remembren,remembren,weak,False,,,,,remembred(6),,0,0,0,0,6,0,6
renden,renden,weak,False,,rent(3),,,rente(14),,0,3,0,0,14,0,17
repenten,repenten,weak,False,,,,,repented(2),,0,0,0,0,2,0,2
repressen,repressen,weak,False,,repressed(2),,,,,0,2,0,0,0,0,2
requeren,requeren,weak,False,,,,,required(2),,0,0,0,0,2,0,2
resounen,resounen,weak,False,,,,,resouned(2),,0,0,0,0,2,0,2
resten,resten,weak,False,,rested(2),,,,,0,2,0,0,0,0,2
restoren,restoren,weak,False,,,,,restored(4),,0,0,0,0,4,0,4
returnen,returnen,weak,False,,retourned(1),,,,,0,1,0,0,0,0,1
reuen,reuen,weak,False,,rewed(2),,,,,0,2,0,0,0,0,2
reulen,reulen,weak,False,,ruled(2); reuled(3),,,,,0,5,0,0,0,0,5
rollen,rollen,weak,False,,rolled(2),,,rolled(2),,0,2,0,0,2,0,4
romen,romen,weak,False,,romed(4),,,romed(7),,0,4,0,0,7,0,11
rosten,rosten,weak,False,,,,,rosted(2),,0,0,0,0,2,0,2
rounden,rounden,weak,False,,,,,rounded(2),,0,0,0,0,2,0,2
rounen,rounen,weak,False,,rouned(1),,,rouned(3); rowned(4),,0,1,0,0,7,0,8
rumbelen,rumbelen,weak,False,,,,,rombled(3),,0,0,0,0,3,0,3
rusen,rusen,weak,False,,,,,rused(2),,0,0,0,0,2,0,2
sakken,sakken,weak,False,,sakked(2),,,,,0,2,0,0,0,0,2
saluen,saluen,weak,False,,salewed(2),,,,,0,2,0,0,0,0,2
saven,saven,weak,False,,saved(11),,,saved(4),,0,11,0,0,4,0,15
scalden,scalden,weak,False,,scalded(2),,,,,0,2,0,0,0,0,2
scateren,scateren,weak,False,,scatered(2),,,,,0,2,0,0,0,0,2
scornen,scornen,weak,False,,,,,scorned(5); skorned(1),,0,0,0,0,6,0,6
semen,semen,weak,False,,semed(2),,,semed(69); seemed(1),,0,2,0,0,70,0,72
senden,senden,weak,False,,sent(38),,,sente(30); sent(2),,0,38,0,0,32,0,70
serven,serven,weak,False,,served(11); yserved(2),,,served(5); servede(2),,0,13,0,0,7,0,20
setlen,setlen,weak,False,,ysatled(2),,,,,0,2,0,0,0,0,2
setten,setten,weak,False,,set(64),,,sette(65); set(7),,0,64,0,0,72,0,136
seuen,seuen,weak,False,,sowed(1),,,,,0,1,0,0,0,0,1
shadwen,shadwen,weak,False,,shadwed(1); yshadwed(1),,,,,0,2,0,0,0,0,2
shamen,shamen,weak,False,,yshamed(2); shamed(3),,,,,0,5,0,0,0,0,5
shenden,shenden,weak,False,,shent(4),,,shente(1),,0,4,0,0,1,0,5
sheuen,sheuen,weak,False,,shewed(15),,,shewed(26); shewede(5),,0,15,0,0,31,0,46
shreden,shreden,weak,False,,,,,shredde(2),,0,0,0,0,2,0,2
shrinen,shrinen,weak,False,,shrined(1); shryned(1),,,,,0,2,0,0,0,0,2
shulen,shulen,weak,False,,,,,shold(37); sholde(445); shulde(57); shuld(12); shoulde(2),,0,0,0,0,553,0,553
siften,siften,weak,False,,sifted(2),,,,,0,2,0,0,0,0,2
sighen,sighen,weak,False,,,,,sighed(2),,0,0,0,0,2,0,2
signifien,signifien,weak,False,,,,,signified(2),,0,0,0,0,2,0,2
skippen,skippen,weak,False,,,,,skipte(2),,0,0,0,0,2,0,2
skriken,skriken,weak,False,,shright(2),,,shrighte(5),,0,2,0,0,5,0,7
slitten,slitten,weak,False,,,,,slitte(1),,0,0,0,0,1,0,1
smithen,smithen,weak,False,,,,,smythed(1),,0,0,0,0,1,0,1
sneuen,sneuen,weak,False,,,,,snewed(2),,0,0,0,0,2,0,2
somnen,somnen,weak,False,,somoned(2),,,,,0,2,0,0,0,0,2
sorten,sorten,weak,False,,,,,sorted(1),,0,0,0,0,1,0,1
sorwen,sorwen,weak,False,,sorwed(2),,,,,0,2,0,0,0,0,2
soulen,soulen,weak,False,,sowled(2),,,,,0,2,0,0,0,0,2
sounen,sounen,weak,False,,,,,sowned(2); souned(2),,0,0,0,0,4,0,4
sparen,sparen,weak,False,,spared(2); yspared(2),,,,,0,4,0,0,0,0,4
spenden,spenden,weak,False,,spent(3),,,,,0,3,0,0,0,0,3
spillen,spillen,weak,False,,spilt(2),,,,,0,2,0,0,0,0,2
spotten,spotten,weak,False,,spotted(2),,,,,0,2,0,0,0,0,2
spousen,spousen,weak,False,,spoused(2),,,,,0,2,0,0,0,0,2
sprengen,sprengen,weak,False,,spreind(1); spreynd(1),,,,,0,2,0,0,0,0,2
spurnen,spurnen,weak,False,,,,,sporned(2),,0,0,0,0,2,0,2
stablishen,stablishen,weak,False,,stablissed(2),,,,,0,2,0,0,0,0,2
stalken,stalken,weak,False,,,,,stalked(3),,0,0,0,0,3,0,3
stemen,stemen,weak,False,,,,,stemed(2),,0,0,0,0,2,0,2
stiken,stiken,weak,False,,ystiked(3); stiked(1),,,stiked(1),stak(2),0,4,0,0,1,2,7
stiren,stiren,weak,False,,,,,stired(2),,0,0,0,0,2,0,2
stoppen,stoppen,weak,False,,stopped(4),,,,,0,4,0,0,0,0,4
strouten,strouten,weak,False,,,,,strouted(2),,0,0,0,0,2,0,2
sufferen,sufferen,weak,False,,suffred(11); ysuffred(2),,,suffred(3),,0,13,0,0,3,0,16
suffisen,suffisen,weak,False,,suffised(2),,,,,0,2,0,0,0,0,2
sugren,sugren,weak,False,,sucred(2),,,,,0,2,0,0,0,0,2
supposen,supposen,weak,False,,supposed(1); supposid(1),,,supposed(2),,0,2,0,0,2,0,4
swappen,swappen,weak,False,,,,,swapte(4),,0,0,0,0,4,0,4
swepen,swepen,weak,False,,ysweped(2),,,,,0,2,0,0,0,0,2
swounen,swounen,weak,False,,swowned(2),,,swouned(2); swowned(8),,0,2,0,0,10,0,12
tarien,tarien,weak,False,,taried(6),,,tariede(1),,0,6,0,0,1,0,7
tasten,tasten,weak,False,,,,,tasted(2),,0,0,0,0,2,0,2
teien,teien,weak,False,,yteid(1); yteyd(1),,,,,0,2,0,0,0,0,2
tempren,tempren,weak,False,,tempred(2),,,tempred(1); temprede(1),,0,2,0,0,2,0,4
tempten,tempten,weak,False,,tempted(2),,,,,0,2,0,0,0,0,2
thakken,thakken,weak,False,,thakked(2),,,,,0,2,0,0,0,0,2
thirlen,thirlen,weak,False,,thirled(4),,,,,0,4,0,0,0,0,4
thirsten,thirsten,weak,False,,,,,thursted(2),,0,0,0,0,2,0,2
thurven,thurven,weak,False,,,,,dorste(2),,0,0,0,0,2,0,2
tiden,tiden,weak,False,,tid(7); tyd(1),,,,,0,8,0,0,0,0,8
tikelen,tikelen,weak,False,,,,,tikled(1),,0,0,0,0,1,0,1
tirven,tirven,weak,False,,terved(2),,,,,0,2,0,0,0,0,2
todashen,todashen,weak,False,,todasshed(2),,,,,0,2,0,0,0,0,2
torenden,torenden,weak,False,,,,,torente(2),,0,0,0,0,2,0,2
touchen,touchen,weak,False,,,,,touched(2); touchede(2),,0,0,0,0,4,0,4
traishen,traishen,weak,False,,,,,traysed(1),,0,0,0,0,1,0,1
translaten,translaten,weak,False,,translated(2),,,,,0,2,0,0,0,0,2
transmeuen,transmeuen,weak,False,,transmewed(1),,,,,0,1,0,0,0,0,1
trompen,trompen,weak,False,,,,,tromped(2),,0,0,0,0,2,0,2
trouen,trouen,weak,False,,trowed(7),,,trowed(4),,0,7,0,0,4,0,11
trussen,trussen,weak,False,,trussed(2),,,,,0,2,0,0,0,0,2
trusten,trusten,weak,False,,trusted(2),,,trusted(4),,0,2,0,0,4,0,6
tuken,tuken,weak,False,,tukked(2),,,,,0,2,0,0,0,0,2
twicchen,twicchen,weak,False,,twight(2),,,,,0,2,0,0,0,0,2
twinnen,twinnen,weak,False,,twinned(2); twynned(2); ytwinned(1); ytwynned(1),,,,,0,6,0,0,0,0,6
twisten,twisten,weak,False,,twist(1); twyst(1),,,twiste(2),,0,2,0,0,2,0,4
unarmen,unarmen,weak,False,,unarmed(1),,,,,0,1,0,0,0,0,1
unbirien,unbirien,weak,False,,unburied(1); unburyed(1),,,,,0,2,0,0,0,0,2
unhorsen,unhorsen,weak,False,,unhorsed(2),,,,,0,2,0,0,0,0,2
usen,usen,weak,False,,used(7),,,used(8),,0,7,0,0,8,0,15
vanishen,vanishen,weak,False,,vanisshed(1); vanysshed(1),,,vanysshed(2); vanisshed(1),,0,2,0,0,3,0,5
venquishen,venquishen,weak,False,,venquysshed(1),,,,,0,1,0,0,0,0,1
vernishen,vernishen,weak,False,,vernisshed(1); vernysshed(1),,,,,0,2,0,0,0,0,2
visiten,visiten,weak,False,,,,,visited(2),,0,0,0,0,2,0,2
vitailen,vitailen,weak,False,,,,,vitailled(2),,0,0,0,0,2,0,2
voiden,voiden,weak,False,,voided(6); yvoided(1); yvoyded(1); voyded(2),,,,,0,10,0,0,0,0,10
waiten,waiten,weak,False,,,,,waitede(1); waited(4); wayted(2),,0,0,0,0,7,0,7
waknen,waknen,weak,False,,wakned(1); wakened(1),,,,,0,2,0,0,0,0,2
warishen,warishen,weak,False,,warished(2); warisshed(6),,,,,0,8,0,0,0,0,8
warnen,warnen,weak,False,,warned(7); ywarned(2),,,warned(3); warnede(1),,0,9,0,0,4,0,13
wasten,wasten,weak,False,,wasted(7),,,,,0,7,0,0,0,0,7
wedden,wedden,weak,False,,wedded(45); ywedded(7),,,wedded(4); weddede(2),,0,52,0,0,6,0,58
weien,weien,weak,False,,,,,weied(1); weyed(1),,0,0,0,0,2,0,2
welcomen,welcomen,weak,False,,,,,welcomed(1),,0,0,0,0,1,0,1
welden,welden,weak,False,,,,,welte(2); weelded(1),,0,0,0,0,3,0,3
wenden,wenden,weak,False,,went(4),,,wente(147); went(21),,0,4,0,0,168,0,172
wenen,wenen,weak,False,,wend(7),,,wende(43); wend(5),,0,7,0,0,48,0,55
wernen,wernen,weak,False,,,,,werned(2),,0,0,0,0,2,0,2
werreien,werreien,weak,False,,werreied(1); wereyed(1),,,werreyed(2),,0,2,0,0,2,0,4
weten,weten,weak,False,,,,,wette(2),,0,0,0,0,2,0,2
wilnen,wilnen,weak,False,,,,,wilned(4),,0,0,0,0,4,0,4
wlispen,wlispen,weak,False,,,,,lipsed(2),,0,0,0,0,2,0,2
wondren,wondren,weak,False,,wondred(4),,,wondred(7),,0,4,0,0,7,0,11
wonen,wonen,weak,False,,wont(85); woned(4),,,woned(3),,0,89,0,0,3,0,92
wounden,wounden,weak,False,,wounded(7); wownded(1),,,,,0,8,0,0,0,0,8
wrappen,wrappen,weak,False,,wrapped(4),,,,,0,4,0,0,0,0,4
wratthen,wratthen,weak,False,,wraththed(1),,,,,0,1,0,0,0,0,1
yicchen,yicchen,weak,False,,icched(2),,,,,0,2,0,0,0,0,2
