OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"Til we be roten, kan we nat be rype;","Til we be roten, can we nat be ripe;",data/riverside_cats/RvPro_riv.cat,data/oxford_txts/RvPro_oxford.txt,data/csvs/RvPro,The Reeve's Prologue 3875,,10,10,Til we be roten kan we nat be rype,Til we be roten can we nat be ripe,u S u Su S u S u Sx,u S u Su S u S u Sx,til@conj we@pron%pl_nom ben@v%pr_pl roten@adj connen@v%pr_pl we@pron%pl_nom not@adv ben@v%inf ripe@adj,til@conj we@pron%pl_nom ben@v%pr_pl roten@adj connen@v%pr_pl we@pron%pl_nom not@adv ben@v%inf ripe@adj,
We hoppen alwey whil that the world wol pype.,"We hoppen° ay, whil that the world wol pipe.",data/riverside_cats/RvPro_riv.cat,data/oxford_txts/RvPro_oxford.txt,data/csvs/RvPro,The Reeve's Prologue 3876,DIFF,10,10,We hoppen alwey whil that the world wol pype,We hoppen ay whil that the world wol pipe,u Sx uS u S u S u Sx,u Su S u S u S u Sx,we@pron%pl_nom hoppen@v%pr_pl al-wei@adv whil@conj that@part the@def_art world@n willen@v%pr_3 pipen@v%inf,we@pron%pl_nom hoppen@v%pr_pl ai@adv whil@conj that@part the@def_art world@n willen@v%pr_3 pipen@v%inf,green
For in oure wyl ther stiketh evere a nayl,"For in our wil° ther stiketh ever a nail,°",data/riverside_cats/RvPro_riv.cat,data/oxford_txts/RvPro_oxford.txt,data/csvs/RvPro,The Reeve's Prologue 3877,,10,10,For in oure wyl ther stiketh evere a nayl,For in our wil ther stiketh ever a nail,u S ux S u Su Sxx u S,u S u S u Su S u S,for@conj in@prep oure@pron%pl_gen wille@n ther@adv stiken@v%pr_3 ever@adv a@indef_art nail@n,for@conj in@prep oure@pron%pl_gen wille@n ther@adv stiken@v%pr_3 ever@adv a@indef_art nail@n,
To have an hoor heed and a grene tayl,"To have an hoor heed° and a grene tail,°",data/riverside_cats/RvPro_riv.cat,data/oxford_txts/RvPro_oxford.txt,data/csvs/RvPro,The Reeve's Prologue 3878,,10,10,To have an hoor heed and a grene tayl,To have an hoor heed and a grene tail,u Sx u S u S u Su S,u Sx u S u S u Su S,to@part haven@v%inf a@indef_art hor@adj hed@n1 and@conj a@indef_art grene@adj tail@n,to@part haven@v%inf a@indef_art hor@adj hed@n1 and@conj a@indef_art grene@adj tail@n,
As hath a leek; for thogh oure myght be goon,As hath a leek; for thogh our might° be goon,data/riverside_cats/RvPro_riv.cat,data/oxford_txts/RvPro_oxford.txt,data/csvs/RvPro,The Reeve's Prologue 3879,,10,10,As hath a leek for thogh oure myght be goon,As hath a leek for thogh our might be goon,u S u S u S ux S u S,u S u S u S u S u S,as@conj haven@v%pr_3 a@indef_art lek@n for@conj though@conj oure@pron%pl_gen might@n ben@v%pr_3 gon@v%ppl,as@conj haven@v%pr_3 a@indef_art lek@n for@conj though@conj oure@pron%pl_gen might@n ben@v%pr_3 gon@v%ppl,
Oure wyl desireth folie evere in oon.,Our wil desireth folie ever in oon.°,data/riverside_cats/RvPro_riv.cat,data/oxford_txts/RvPro_oxford.txt,data/csvs/RvPro,The Reeve's Prologue 3880,,10,10,Oure wyl desireth folie evere in oon,Our wil desireth folie ever in oon,ux S uSu Su Sxx u S,u S uSu Su S u S,oure@pron%pl_gen wille@n desiren@v%pr_3 folie@n ever@adv in@prep on@pron,oure@pron%pl_gen wille@n desiren@v%pr_3 folie@n ever@adv in@prep on@pron,
"For whan we may nat doon, than wol we speke;","For whan we may nat doon, than wol we speke;",data/riverside_cats/RvPro_riv.cat,data/oxford_txts/RvPro_oxford.txt,data/csvs/RvPro,The Reeve's Prologue 3881,,10,10,For whan we may nat doon than wol we speke,For whan we may nat doon than wol we speke,u S u S u S u S u Sx,u S u S u S u S u Sx,for@conj whan@adv&conj we@pron%pl_nom mouen@v3%pr_pl not@adv don@v1%inf thanne@adv willen@v%pr_pl we@pron%pl_nom speken@v%inf,for@conj whan@adv&conj we@pron%pl_nom mouen@v3%pr_pl not@adv don@v1%inf thanne@adv willen@v%pr_pl we@pron%pl_nom speken@v%inf,
Yet in oure asshen olde is fyr yreke.,Yet in our asshen olde is fir yreke.°,data/riverside_cats/RvPro_riv.cat,data/oxford_txts/RvPro_oxford.txt,data/csvs/RvPro,The Reeve's Prologue 3882,,10,10,Yet in oure asshen olde is fyr yreke,Yet in our asshen olde is fir yreke,u S ux Su Sx u S uSx,u S u Su Sx u S uSx,yet@adv in@prep oure@pron%pl_gen asshe@n2%pl olde@adj ben@v%pr_3 fir@n reken@v2%ppl,yet@adv in@prep oure@pron%pl_gen asshe@n2%pl olde@adj ben@v%pr_3 fir@n reken@v2%ppl,
"Foure gleedes han we, which I shal devyse --","¶Four gledes° han we, whiche I shal devise",data/riverside_cats/RvPro_riv.cat,data/oxford_txts/RvPro_oxford.txt,data/csvs/RvPro,The Reeve's Prologue 3883,,10,10,Foure gleedes han we which I shal devyse,Four gledes han we whiche I shal devise,ux Su S u S u S uSx,u Su S u Sx u S uSx,four@num_adj glede@n2%pl haven@v%pr_pl we@pron%pl_nom which@pron ich@pron%nom shulen@v1%pr_1 devisen@v%inf --@dash,four@num_adj glede@n2%pl haven@v%pr_pl we@pron%pl_nom which@pron ich@pron%nom shulen@v1%pr_1 devisen@v%inf --@dash,
"Avauntyng, liyng, anger, coveitise;","Avaunting,° lying, anger, coveitise;°",data/riverside_cats/RvPro_riv.cat,data/oxford_txts/RvPro_oxford.txt,data/csvs/RvPro,The Reeve's Prologue 3884,,9,10,Avauntyng liyng anger coveitise,Avaunting lying anger coveitise,SuS u Su SuSx,uSu Su Su SuSx,avaunting@ger liinge@ger2 anger@n coveitise@n,avaunting@ger liinge@ger2 anger@n coveitise@n,
