OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Taak water of that welle and wassh his tonge,"Tak water of that welle, and wash his tonge",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 356,,10,10,Taak water of that welle and wassh his tonge,Tak water of that welle and wash his tonge,u Su S u Sx u S u Sx,u Su S u Sx u S u Sx,taken@v%imp water@n of@prep that@art&gram_adj welle@n and@conj washen@v%imp his@pron1%gen tonge@n2,taken@v%imp water@n of@prep that@art&gram_adj welle@n and@conj washen@v%imp his@pron1%gen tonge@n2,
And it is hool anon; and forthermoore,And it is hool anon°; and forthermore,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 357,,10,10,And it is hool anon and forthermoore,And it is hool anon and forthermore,u S u S uS u SuSx,u S u S uS u SuSx,and@conj hit@pron ben@v%pr_3 hole@adj2 an-on@adv and@conj further_more@adv,and@conj hit@pron ben@v%pr_3 hole@adj2 an-on@adv and@conj further_more@adv,
"Of pokkes and of scabbe, and every soore","Of pokkes° and of scabbe,° and every sore",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 358,,10,10,Of pokkes and of scabbe and every soore,Of pokkes and of scabbe and every sore,u Su S u Sx u Sxu Sx,u Su S u Sx u Sxu Sx,of@prep pok@n%pl and@conj of@prep scabbe@n and@conj everi@pron_gram_adj sore@n1,of@prep pok@n%pl and@conj of@prep scabbe@n and@conj everi@pron_gram_adj sore@n1,
Shal every sheep be hool that of this welle,"Shal every sheep be hool, that of this welle",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 359,,10,10,Shal every sheep be hool that of this welle,Shal every sheep be hool that of this welle,u Sxu S u S u S u Sx,u Sxu S u S u S u Sx,shulen@v1%pr_3 everi@pron_gram_adj shep@n ben@v%inf hole@adj2 that@pron of@prep this@gram_adj welle@n,shulen@v1%pr_3 everi@pron_gram_adj shep@n ben@v%inf hole@adj2 that@pron of@prep this@gram_adj welle@n,
Drynketh a draughte. Taak kep eek what I telle:,Drinketh a draughte;° tak kepe eek what I telle.,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 360,,10,10,Drynketh a draughte Taak kep eek what I telle,Drinketh a draughte tak kepe eek what I telle,uS u Sx u S u S u Sx,uS u Sx u Sx u S u Sx,drinken@v%pr_3 a@indef_art draught@n taken@v%imp kep@n ek@adv what@pron ich@pron%nom tellen@v%pr_1,drinken@v%pr_3 a@indef_art draught@n taken@v%imp kep@n ek@adv what@pron ich@pron%nom tellen@v%pr_1,
If that the good-man that the beestes oweth,"If that the goodman,° that the bestes oweth,°",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 361,,10,10,If that the goodman that the beestes oweth,If that the goodman that the bestes oweth,u S u Su S u Su Sx,u S u Su S u Su Sx,if@conj that@conj the@def_art god_man@n that@pron the@def_art beste@n%pl ouen@v%pr_3,if@conj that@conj the@def_art god_man@n that@pron the@def_art beste@n%pl ouen@v%pr_3,
"Wol every wyke, er that the cok hym croweth","Wol every wike,° er° that the cok him croweth",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 362,,10,10,Wol every wyke er that the cok hym croweth,Wol every wike er that the cok him croweth,u Sxu Sx u S u S u Sx,u Sxu Sx u S u S u Sx,willen@v%pr_3 everi@pron_gram_adj weke@n er@conj1 that@conj the@def_art cok@n1 him@pron%obj crouen@v%pr_3,willen@v%pr_3 everi@pron_gram_adj weke@n er@conj1 that@conj the@def_art cok@n1 him@pron%obj crouen@v%pr_3,
"Fastynge, drynken of this welle a draughte","Fastinge,° drinken of this welle a draughte",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 363,,10,10,Fastynge drynken of this welle a draughte,Fastinge drinken of this welle a draughte,uSu Su S u Sx u Sx,uSu Su S u Sx u Sx,fasten@v2%prp_abs drinken@v%inf of@prep this@gram_adj welle@n a@indef_art draught@n,fasten@v2%prp_abs drinken@v%inf of@prep this@gram_adj welle@n a@indef_art draught@n,
As thilke hooly Jew oure eldres taughte,As thilke° holy Jewe our eldres taughte,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 364,,10,10,As thilke hooly Jew oure eldres taughte,As thilke holy Jewe our eldres taughte,u Sx uS u Su Su Sx,u Su Su Sx u Su Sx,as@conj thilke@gram_adj holi@adj2 jeu@n oure@pron%pl_gen eldre@n%pl techen@v%pt_3,as@conj thilke@gram_adj holi@adj2 jeu@n oure@pron%pl_gen eldre@n%pl techen@v%pt_3,
His beestes and his stoor shal multiplie.,His bestes° and his stoor° shal multiplie.,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 365,,10,10,His beestes and his stoor shal multiplie,His bestes and his stoor shal multiplie,u Su S u S u SuS,u Su S u S u SuS,his@pron1%gen beste@n%pl and@conj his@pron1%gen store@n1 shulen@v1%pr_3 multiplien@v%inf,his@pron1%gen beste@n%pl and@conj his@pron1%gen store@n1 shulen@v1%pr_3 multiplien@v%inf,
